,location_name,datetimeUtc,O3,pm25,No2,unit,AQI_O3,AQI_PM25,AQI_NO2,AQI
917,Sofienbergparken,2024-04-16 11:00:00+00:00,90.0,-0.007,1.9,µg/m³,39.0,,2.0,39.0
918,Sofienbergparken,2024-04-16 12:00:00+00:00,91.0,-0.52,1.8,µg/m³,39.0,,2.0,39.0
919,Sofienbergparken,2024-04-16 13:00:00+00:00,91.0,-0.056,2.1,µg/m³,39.0,,2.0,39.0
920,Sofienbergparken,2024-04-16 14:00:00+00:00,91.0,4.7,2.1,µg/m³,39.0,20.0,2.0,39.0
921,Sofienbergparken,2024-04-16 15:00:00+00:00,93.0,0.58,2.8,µg/m³,40.0,2.0,3.0,40.0
922,Sofienbergparken,2024-04-16 16:00:00+00:00,94.0,2.0,3.0,µg/m³,41.0,8.0,3.0,41.0
923,Sofienbergparken,2024-04-16 17:00:00+00:00,93.0,2.0,2.8,µg/m³,40.0,8.0,3.0,40.0
924,Sofienbergparken,2024-04-16 18:00:00+00:00,91.0,0.2,3.4,µg/m³,39.0,1.0,3.0,39.0
925,Sofienbergparken,2024-04-16 19:00:00+00:00,81.0,3.2,9.3,µg/m³,35.0,13.0,9.0,35.0
926,Sofienbergparken,2024-04-16 20:00:00+00:00,64.0,5.9,16.0,µg/m³,28.0,25.0,15.0,28.0
927,Sofienbergparken,2024-04-16 21:00:00+00:00,61.0,5.7,8.1,µg/m³,26.0,24.0,8.0,26.0
928,Sofienbergparken,2024-04-16 22:00:00+00:00,62.0,3.0,6.7,µg/m³,27.0,12.0,6.0,27.0
929,Sofienbergparken,2024-04-16 23:00:00+00:00,62.0,0.82,5.0,µg/m³,27.0,3.0,5.0,27.0
930,Sofienbergparken,2024-04-17 00:00:00+00:00,61.0,-0.069,4.6,µg/m³,26.0,,4.0,26.0
931,Sofienbergparken,2024-04-17 01:00:00+00:00,57.0,1.1,6.2,µg/m³,25.0,5.0,6.0,25.0
932,Sofienbergparken,2024-04-17 02:00:00+00:00,59.0,0.59,3.6,µg/m³,26.0,2.0,3.0,26.0
933,Sofienbergparken,2024-04-17 03:00:00+00:00,55.0,-0.94,4.1,µg/m³,24.0,,4.0,24.0
934,Sofienbergparken,2024-04-17 04:00:00+00:00,54.0,1.8,3.4,µg/m³,23.0,8.0,3.0,23.0
935,Sofienbergparken,2024-04-17 05:00:00+00:00,46.0,1.7,9.5,µg/m³,20.0,7.0,9.0,20.0
936,Sofienbergparken,2024-04-17 06:00:00+00:00,33.0,4.3,26.0,µg/m³,14.0,18.0,25.0,25.0
937,Sofienbergparken,2024-04-17 07:00:00+00:00,42.0,5.7,26.0,µg/m³,18.0,24.0,25.0,25.0
938,Sofienbergparken,2024-04-17 08:00:00+00:00,62.0,2.6,14.0,µg/m³,27.0,11.0,13.0,27.0
939,Sofienbergparken,2024-04-17 09:00:00+00:00,78.0,0.89,6.1,µg/m³,34.0,4.0,6.0,34.0
940,Sofienbergparken,2024-04-17 10:00:00+00:00,84.0,2.3,4.1,µg/m³,36.0,10.0,4.0,36.0
941,Sofienbergparken,2024-04-17 11:00:00+00:00,87.0,0.036,4.0,µg/m³,38.0,0.0,4.0,38.0
942,Sofienbergparken,2024-04-17 12:00:00+00:00,87.0,2.0,3.7,µg/m³,38.0,8.0,3.0,38.0
943,Sofienbergparken,2024-04-17 13:00:00+00:00,88.0,2.6,3.0,µg/m³,38.0,11.0,3.0,38.0
944,Sofienbergparken,2024-04-17 14:00:00+00:00,90.0,2.6,3.2,µg/m³,39.0,11.0,3.0,39.0
945,Sofienbergparken,2024-04-17 15:00:00+00:00,91.0,0.5,3.2,µg/m³,39.0,2.0,3.0,39.0
946,Sofienbergparken,2024-04-17 16:00:00+00:00,93.0,1.9,2.3,µg/m³,40.0,8.0,2.0,40.0
947,Sofienbergparken,2024-04-17 17:00:00+00:00,93.0,2.3,2.2,µg/m³,40.0,10.0,2.0,40.0
948,Sofienbergparken,2024-04-17 18:00:00+00:00,91.0,2.0,3.6,µg/m³,39.0,8.0,3.0,39.0
949,Sofienbergparken,2024-04-17 19:00:00+00:00,88.0,0.82,4.4,µg/m³,38.0,3.0,4.0,38.0
950,Sofienbergparken,2024-04-17 20:00:00+00:00,84.0,2.4,6.1,µg/m³,36.0,10.0,6.0,36.0
951,Sofienbergparken,2024-04-17 21:00:00+00:00,83.0,1.4,4.7,µg/m³,36.0,6.0,4.0,36.0
952,Sofienbergparken,2024-04-17 22:00:00+00:00,80.0,4.3,5.0,µg/m³,35.0,18.0,5.0,35.0
953,Sofienbergparken,2024-04-17 23:00:00+00:00,83.0,0.82,2.7,µg/m³,36.0,3.0,3.0,36.0
954,Sofienbergparken,2024-04-18 00:00:00+00:00,81.0,0.7,2.0,µg/m³,35.0,3.0,2.0,35.0
955,Sofienbergparken,2024-04-18 01:00:00+00:00,77.0,1.9,3.2,µg/m³,33.0,8.0,3.0,33.0
956,Sofienbergparken,2024-04-18 02:00:00+00:00,75.0,1.9,3.6,µg/m³,32.0,8.0,3.0,32.0
957,Sofienbergparken,2024-04-18 03:00:00+00:00,79.0,-0.45,1.6,µg/m³,34.0,,2.0,34.0
958,Sofienbergparken,2024-04-18 04:00:00+00:00,77.0,0.19,2.0,µg/m³,33.0,1.0,2.0,33.0
959,Sofienbergparken,2024-04-18 05:00:00+00:00,71.0,3.7,7.2,µg/m³,31.0,15.0,7.0,31.0
960,Sofienbergparken,2024-04-18 06:00:00+00:00,65.0,1.9,15.0,µg/m³,28.0,8.0,14.0,28.0
961,Sofienbergparken,2024-04-18 07:00:00+00:00,74.0,1.3,8.8,µg/m³,32.0,5.0,8.0,32.0
962,Sofienbergparken,2024-04-18 08:00:00+00:00,240.0,2.6,10.0,µg/m³,207.0,11.0,9.0,207.0
963,Sofienbergparken,2024-04-18 09:00:00+00:00,79.0,2.2,8.9,µg/m³,34.0,9.0,8.0,34.0
964,Sofienbergparken,2024-04-18 10:00:00+00:00,87.0,0.44,3.3,µg/m³,38.0,2.0,3.0,38.0
965,Sofienbergparken,2024-04-18 11:00:00+00:00,88.0,2.7,3.8,µg/m³,38.0,11.0,4.0,38.0
966,Sofienbergparken,2024-04-18 12:00:00+00:00,88.0,0.48,4.4,µg/m³,38.0,2.0,4.0,38.0
967,Sofienbergparken,2024-04-18 13:00:00+00:00,91.0,0.95,3.3,µg/m³,39.0,4.0,3.0,39.0
968,Sofienbergparken,2024-04-18 14:00:00+00:00,89.0,1.8,3.8,µg/m³,39.0,8.0,4.0,39.0
969,Sofienbergparken,2024-04-18 15:00:00+00:00,91.0,2.8,4.2,µg/m³,39.0,12.0,4.0,39.0
970,Sofienbergparken,2024-04-18 16:00:00+00:00,91.0,3.2,3.2,µg/m³,39.0,13.0,3.0,39.0
971,Sofienbergparken,2024-04-18 17:00:00+00:00,89.0,-0.34,3.2,µg/m³,39.0,,3.0,39.0
972,Sofienbergparken,2024-04-18 18:00:00+00:00,85.0,-0.45,4.9,µg/m³,37.0,,5.0,37.0
973,Sofienbergparken,2024-04-18 19:00:00+00:00,80.0,2.8,4.8,µg/m³,35.0,12.0,5.0,35.0
974,Sofienbergparken,2024-04-18 20:00:00+00:00,75.0,1.7,3.8,µg/m³,32.0,7.0,4.0,32.0
975,Sofienbergparken,2024-04-18 21:00:00+00:00,74.0,0.05,2.1,µg/m³,32.0,0.0,2.0,32.0
976,Sofienbergparken,2024-04-18 22:00:00+00:00,73.0,0.076,1.8,µg/m³,32.0,0.0,2.0,32.0
977,Sofienbergparken,2024-04-18 23:00:00+00:00,75.0,0.39,1.2,µg/m³,32.0,2.0,1.0,32.0
978,Sofienbergparken,2024-04-19 00:00:00+00:00,70.0,0.61,3.2,µg/m³,30.0,3.0,3.0,30.0
979,Sofienbergparken,2024-04-19 01:00:00+00:00,66.0,-4.2,2.9,µg/m³,29.0,,3.0,29.0
980,Sofienbergparken,2024-04-19 02:00:00+00:00,66.0,0.86,2.3,µg/m³,29.0,4.0,2.0,29.0
981,Sofienbergparken,2024-04-19 03:00:00+00:00,62.0,2.9,1.7,µg/m³,27.0,12.0,2.0,27.0
982,Sofienbergparken,2024-04-19 04:00:00+00:00,60.0,2.6,2.1,µg/m³,26.0,11.0,2.0,26.0
983,Sofienbergparken,2024-04-19 05:00:00+00:00,57.0,1.4,5.4,µg/m³,25.0,6.0,5.0,25.0
984,Sofienbergparken,2024-04-19 06:00:00+00:00,53.0,1.2,10.0,µg/m³,23.0,5.0,9.0,23.0
985,Sofienbergparken,2024-04-19 07:00:00+00:00,53.0,0.27,11.0,µg/m³,23.0,1.0,10.0,23.0
986,Sofienbergparken,2024-04-19 08:00:00+00:00,60.0,3.0,7.9,µg/m³,26.0,12.0,7.0,26.0
987,Sofienbergparken,2024-04-19 09:00:00+00:00,62.0,4.4,7.7,µg/m³,27.0,18.0,7.0,27.0
988,Sofienbergparken,2024-04-19 10:00:00+00:00,72.0,2.8,5.3,µg/m³,31.0,12.0,5.0,31.0
989,Sofienbergparken,2024-04-19 11:00:00+00:00,69.0,4.8,7.2,µg/m³,30.0,20.0,7.0,30.0
990,Sofienbergparken,2024-04-19 12:00:00+00:00,68.0,3.3,7.8,µg/m³,29.0,14.0,7.0,29.0
991,Sofienbergparken,2024-04-19 13:00:00+00:00,70.0,3.7,6.3,µg/m³,30.0,15.0,6.0,30.0
992,Sofienbergparken,2024-04-19 14:00:00+00:00,71.0,2.4,4.5,µg/m³,31.0,10.0,4.0,31.0
993,Sofienbergparken,2024-04-19 15:00:00+00:00,69.0,0.92,5.8,µg/m³,30.0,4.0,5.0,30.0
994,Sofienbergparken,2024-04-19 16:00:00+00:00,73.0,2.9,4.7,µg/m³,32.0,12.0,4.0,32.0
995,Sofienbergparken,2024-04-19 17:00:00+00:00,77.0,3.4,3.7,µg/m³,33.0,14.0,3.0,33.0
996,Sofienbergparken,2024-04-19 18:00:00+00:00,76.0,2.6,2.9,µg/m³,33.0,11.0,3.0,33.0
997,Sofienbergparken,2024-04-19 19:00:00+00:00,73.0,3.7,3.9,µg/m³,32.0,15.0,4.0,32.0
998,Sofienbergparken,2024-04-19 20:00:00+00:00,64.0,0.54,7.1,µg/m³,28.0,2.0,7.0,28.0
999,Sofienbergparken,2024-04-19 21:00:00+00:00,61.0,3.2,8.1,µg/m³,26.0,13.0,8.0,26.0
1000,Sofienbergparken,2024-04-19 22:00:00+00:00,41.0,6.4,7.9,µg/m³,18.0,27.0,7.0,27.0
1001,Sofienbergparken,2024-04-19 23:00:00+00:00,53.0,4.6,4.2,µg/m³,23.0,19.0,4.0,23.0
1002,Sofienbergparken,2024-04-20 00:00:00+00:00,48.0,3.3,5.1,µg/m³,21.0,14.0,5.0,21.0
1003,Sofienbergparken,2024-04-20 01:00:00+00:00,38.0,4.8,6.1,µg/m³,16.0,20.0,6.0,20.0
1004,Sofienbergparken,2024-04-20 02:00:00+00:00,37.0,3.2,4.6,µg/m³,16.0,13.0,4.0,16.0
1005,Sofienbergparken,2024-04-20 03:00:00+00:00,35.0,4.8,3.7,µg/m³,15.0,20.0,3.0,20.0
1006,Sofienbergparken,2024-04-20 04:00:00+00:00,31.0,2.7,5.6,µg/m³,13.0,11.0,5.0,13.0
1007,Sofienbergparken,2024-04-20 05:00:00+00:00,22.0,4.3,16.0,µg/m³,10.0,18.0,15.0,18.0
1008,Sofienbergparken,2024-04-20 06:00:00+00:00,27.0,3.4,19.0,µg/m³,12.0,14.0,18.0,18.0
1009,Sofienbergparken,2024-04-20 07:00:00+00:00,39.0,3.8,15.0,µg/m³,17.0,16.0,14.0,17.0
1010,Sofienbergparken,2024-04-20 08:00:00+00:00,59.0,3.2,7.3,µg/m³,26.0,13.0,7.0,26.0
1011,Sofienbergparken,2024-04-20 09:00:00+00:00,81.0,0.91,1.5,µg/m³,35.0,4.0,1.0,35.0
1012,Sofienbergparken,2024-04-20 10:00:00+00:00,81.0,2.3,2.1,µg/m³,35.0,10.0,2.0,35.0
1013,Sofienbergparken,2024-04-20 11:00:00+00:00,84.0,0.82,2.0,µg/m³,36.0,3.0,2.0,36.0
1014,Sofienbergparken,2024-04-20 12:00:00+00:00,87.0,0.12,2.0,µg/m³,38.0,0.0,2.0,38.0
1015,Sofienbergparken,2024-04-20 13:00:00+00:00,88.0,1.6,2.3,µg/m³,38.0,7.0,2.0,38.0
1016,Sofienbergparken,2024-04-20 14:00:00+00:00,90.0,1.5,2.2,µg/m³,39.0,6.0,2.0,39.0
1017,Sofienbergparken,2024-04-20 15:00:00+00:00,91.0,0.17,2.1,µg/m³,39.0,1.0,2.0,39.0
1018,Sofienbergparken,2024-04-20 16:00:00+00:00,91.0,2.1,2.0,µg/m³,39.0,9.0,2.0,39.0
1019,Sofienbergparken,2024-04-20 17:00:00+00:00,92.0,2.7,2.0,µg/m³,40.0,11.0,2.0,40.0
1020,Sofienbergparken,2024-04-20 18:00:00+00:00,90.0,-0.72,1.7,µg/m³,39.0,,2.0,39.0
1021,Sofienbergparken,2024-04-20 19:00:00+00:00,86.0,2.9,2.9,µg/m³,37.0,12.0,3.0,37.0
1022,Sofienbergparken,2024-04-20 20:00:00+00:00,81.0,5.2,4.5,µg/m³,35.0,22.0,4.0,35.0
1023,Sofienbergparken,2024-04-20 21:00:00+00:00,81.0,4.3,4.5,µg/m³,35.0,18.0,4.0,35.0
1024,Sofienbergparken,2024-04-20 22:00:00+00:00,80.0,3.7,3.9,µg/m³,35.0,15.0,4.0,35.0
1025,Sofienbergparken,2024-04-20 23:00:00+00:00,81.0,2.1,2.6,µg/m³,35.0,9.0,2.0,35.0
1026,Sofienbergparken,2024-04-21 00:00:00+00:00,85.0,3.0,1.6,µg/m³,37.0,12.0,2.0,37.0
1027,Sofienbergparken,2024-04-21 01:00:00+00:00,86.0,4.0,1.0,µg/m³,37.0,17.0,1.0,37.0
1028,Sofienbergparken,2024-04-21 02:00:00+00:00,85.0,4.2,1.1,µg/m³,37.0,18.0,1.0,37.0
1029,Sofienbergparken,2024-04-21 03:00:00+00:00,84.0,3.8,2.1,µg/m³,36.0,16.0,2.0,36.0
1030,Sofienbergparken,2024-04-21 04:00:00+00:00,84.0,1.3,1.1,µg/m³,36.0,5.0,1.0,36.0
1031,Sofienbergparken,2024-04-21 05:00:00+00:00,85.0,2.3,1.1,µg/m³,37.0,10.0,1.0,37.0
1032,Sofienbergparken,2024-04-21 06:00:00+00:00,86.0,0.49,1.2,µg/m³,37.0,2.0,1.0,37.0
1033,Sofienbergparken,2024-04-21 07:00:00+00:00,89.0,1.5,0.75,µg/m³,39.0,6.0,1.0,39.0
1034,Sofienbergparken,2024-04-21 08:00:00+00:00,92.0,2.2,0.66,µg/m³,40.0,9.0,1.0,40.0
1035,Sofienbergparken,2024-04-21 09:00:00+00:00,94.0,-1.9,1.0,µg/m³,41.0,,1.0,41.0
1036,Sofienbergparken,2024-04-21 10:00:00+00:00,93.0,5.9,1.5,µg/m³,40.0,25.0,1.0,40.0
1037,Sofienbergparken,2024-04-21 11:00:00+00:00,94.0,0.72,1.6,µg/m³,41.0,3.0,2.0,41.0
1038,Sofienbergparken,2024-04-21 12:00:00+00:00,96.0,-0.99,1.5,µg/m³,42.0,,1.0,42.0
1039,Sofienbergparken,2024-04-21 13:00:00+00:00,97.0,2.2,1.7,µg/m³,42.0,9.0,2.0,42.0
1040,Sofienbergparken,2024-04-21 14:00:00+00:00,97.0,1.6,1.7,µg/m³,42.0,7.0,2.0,42.0
1041,Sofienbergparken,2024-04-21 15:00:00+00:00,98.0,1.5,1.6,µg/m³,42.0,6.0,2.0,42.0
1042,Sofienbergparken,2024-04-21 16:00:00+00:00,97.0,4.8,2.2,µg/m³,42.0,20.0,2.0,42.0
1043,Sofienbergparken,2024-04-21 17:00:00+00:00,96.0,2.6,5.0,µg/m³,42.0,11.0,5.0,42.0
1044,Sofienbergparken,2024-04-21 18:00:00+00:00,96.0,3.5,2.7,µg/m³,42.0,15.0,3.0,42.0
1045,Sofienbergparken,2024-04-21 19:00:00+00:00,92.0,4.6,5.0,µg/m³,40.0,19.0,5.0,40.0
1046,Sofienbergparken,2024-04-21 20:00:00+00:00,84.0,4.3,11.0,µg/m³,36.0,18.0,10.0,36.0
1047,Sofienbergparken,2024-04-21 21:00:00+00:00,82.0,1.7,7.4,µg/m³,35.0,7.0,7.0,35.0
1048,Sofienbergparken,2024-04-21 22:00:00+00:00,75.0,3.5,5.0,µg/m³,32.0,15.0,5.0,32.0
1049,Sofienbergparken,2024-04-21 23:00:00+00:00,76.0,2.5,6.3,µg/m³,33.0,10.0,6.0,33.0
1050,Sofienbergparken,2024-04-22 00:00:00+00:00,72.0,2.1,4.2,µg/m³,31.0,9.0,4.0,31.0
1051,Sofienbergparken,2024-04-22 01:00:00+00:00,66.0,2.4,12.0,µg/m³,29.0,10.0,11.0,29.0
1052,Sofienbergparken,2024-04-22 02:00:00+00:00,68.0,0.29,9.1,µg/m³,29.0,1.0,9.0,29.0
1053,Sofienbergparken,2024-04-22 03:00:00+00:00,61.0,1.8,9.7,µg/m³,26.0,8.0,9.0,26.0
1054,Sofienbergparken,2024-04-22 04:00:00+00:00,52.0,3.6,11.0,µg/m³,22.0,15.0,10.0,22.0
1055,Sofienbergparken,2024-04-22 05:00:00+00:00,44.0,3.4,19.0,µg/m³,19.0,14.0,18.0,19.0
1056,Sofienbergparken,2024-04-22 06:00:00+00:00,46.0,6.3,26.0,µg/m³,20.0,26.0,25.0,26.0
1057,Sofienbergparken,2024-04-22 07:00:00+00:00,56.0,6.7,23.0,µg/m³,24.0,28.0,22.0,28.0
1058,Sofienbergparken,2024-04-22 08:00:00+00:00,76.0,3.8,7.9,µg/m³,33.0,16.0,7.0,33.0
1059,Sofienbergparken,2024-04-22 09:00:00+00:00,76.0,4.9,7.2,µg/m³,33.0,20.0,7.0,33.0
1060,Sofienbergparken,2024-04-22 10:00:00+00:00,75.0,2.3,8.6,µg/m³,32.0,10.0,8.0,32.0
1061,Sofienbergparken,2024-04-22 11:00:00+00:00,76.0,6.1,9.2,µg/m³,33.0,25.0,9.0,33.0
1062,Sofienbergparken,2024-04-22 12:00:00+00:00,77.0,4.6,10.0,µg/m³,33.0,19.0,9.0,33.0
1063,Sofienbergparken,2024-04-22 13:00:00+00:00,80.0,8.7,9.4,µg/m³,35.0,36.0,9.0,36.0
1064,Sofienbergparken,2024-04-22 14:00:00+00:00,83.0,4.2,8.8,µg/m³,36.0,18.0,8.0,36.0
1065,Sofienbergparken,2024-04-22 15:00:00+00:00,89.0,5.1,4.1,µg/m³,39.0,21.0,4.0,39.0
1066,Sofienbergparken,2024-04-22 16:00:00+00:00,91.0,5.1,4.2,µg/m³,39.0,21.0,4.0,39.0
1067,Sofienbergparken,2024-04-22 17:00:00+00:00,94.0,5.8,3.3,µg/m³,41.0,24.0,3.0,41.0
1068,Sofienbergparken,2024-04-22 18:00:00+00:00,94.0,4.0,3.3,µg/m³,41.0,17.0,3.0,41.0
1069,Sofienbergparken,2024-04-22 19:00:00+00:00,85.0,4.2,9.3,µg/m³,37.0,18.0,9.0,37.0
1070,Sofienbergparken,2024-04-22 20:00:00+00:00,77.0,5.1,8.8,µg/m³,33.0,21.0,8.0,33.0
1071,Sofienbergparken,2024-04-22 21:00:00+00:00,67.0,3.9,14.0,µg/m³,29.0,16.0,13.0,29.0
1072,Sofienbergparken,2024-04-22 22:00:00+00:00,62.0,5.0,14.0,µg/m³,27.0,21.0,13.0,27.0
1073,Sofienbergparken,2024-04-22 23:00:00+00:00,64.0,4.9,9.4,µg/m³,28.0,20.0,9.0,28.0
1074,Sofienbergparken,2024-04-23 00:00:00+00:00,65.0,4.0,7.8,µg/m³,28.0,17.0,7.0,28.0
1075,Sofienbergparken,2024-04-23 01:00:00+00:00,64.0,5.1,9.5,µg/m³,28.0,21.0,9.0,28.0
1076,Sofienbergparken,2024-04-23 02:00:00+00:00,57.0,6.5,9.2,µg/m³,25.0,27.0,9.0,27.0
1077,Sofienbergparken,2024-04-23 03:00:00+00:00,47.0,5.8,8.2,µg/m³,20.0,24.0,8.0,24.0
1078,Sofienbergparken,2024-04-23 04:00:00+00:00,42.0,5.3,17.0,µg/m³,18.0,22.0,16.0,22.0
1079,Sofienbergparken,2024-04-23 05:00:00+00:00,45.0,6.2,13.0,µg/m³,19.0,26.0,12.0,26.0
1080,Sofienbergparken,2024-04-23 06:00:00+00:00,51.0,6.1,25.0,µg/m³,22.0,25.0,24.0,25.0
1081,Sofienbergparken,2024-04-23 07:00:00+00:00,73.0,5.5,9.8,µg/m³,32.0,23.0,9.0,32.0
1082,Sofienbergparken,2024-04-23 08:00:00+00:00,74.0,1.1,9.4,µg/m³,32.0,5.0,9.0,32.0
1083,Sofienbergparken,2024-04-23 09:00:00+00:00,80.0,0.22,5.3,µg/m³,35.0,1.0,5.0,35.0
1084,Sofienbergparken,2024-04-23 10:00:00+00:00,81.0,2.7,4.1,µg/m³,35.0,11.0,4.0,35.0
1085,Sofienbergparken,2024-04-23 11:00:00+00:00,82.0,3.8,4.4,µg/m³,35.0,16.0,4.0,35.0
1086,Sofienbergparken,2024-04-23 12:00:00+00:00,84.0,0.69,3.1,µg/m³,36.0,3.0,3.0,36.0
1087,Sofienbergparken,2024-04-23 13:00:00+00:00,85.0,-0.076,3.2,µg/m³,37.0,,3.0,37.0
1088,Sofienbergparken,2024-04-23 14:00:00+00:00,80.0,3.9,8.7,µg/m³,35.0,16.0,8.0,35.0
1089,Sofienbergparken,2024-04-23 15:00:00+00:00,85.0,4.3,5.0,µg/m³,37.0,18.0,5.0,37.0
1090,Sofienbergparken,2024-04-23 16:00:00+00:00,88.0,2.6,3.5,µg/m³,38.0,11.0,3.0,38.0
1091,Sofienbergparken,2024-04-23 17:00:00+00:00,85.0,0.96,3.0,µg/m³,37.0,4.0,3.0,37.0
1092,Sofienbergparken,2024-04-23 18:00:00+00:00,85.0,1.2,2.6,µg/m³,37.0,5.0,2.0,37.0
1093,Sofienbergparken,2024-04-23 19:00:00+00:00,80.0,2.1,4.7,µg/m³,35.0,9.0,4.0,35.0
1094,Sofienbergparken,2024-04-23 20:00:00+00:00,75.0,1.7,5.5,µg/m³,32.0,7.0,5.0,32.0
1095,Sofienbergparken,2024-04-23 21:00:00+00:00,73.0,1.7,4.9,µg/m³,32.0,7.0,5.0,32.0
1096,Sofienbergparken,2024-04-23 22:00:00+00:00,73.0,3.2,3.1,µg/m³,32.0,13.0,3.0,32.0
1097,Sofienbergparken,2024-04-23 23:00:00+00:00,76.0,1.0,1.7,µg/m³,33.0,4.0,2.0,33.0
1098,Sofienbergparken,2024-04-24 00:00:00+00:00,75.0,-0.056,1.6,µg/m³,32.0,,2.0,32.0
1099,Sofienbergparken,2024-04-24 01:00:00+00:00,72.0,0.28,1.8,µg/m³,31.0,1.0,2.0,31.0
1100,Sofienbergparken,2024-04-24 02:00:00+00:00,72.0,0.63,1.9,µg/m³,31.0,3.0,2.0,31.0
1101,Sofienbergparken,2024-04-24 03:00:00+00:00,75.0,-1.0,0.8,µg/m³,32.0,,1.0,32.0
1102,Sofienbergparken,2024-04-24 04:00:00+00:00,72.0,1.8,1.1,µg/m³,31.0,8.0,1.0,31.0
1103,Sofienbergparken,2024-04-24 05:00:00+00:00,68.0,0.88,3.4,µg/m³,29.0,4.0,3.0,29.0
1104,Sofienbergparken,2024-04-24 06:00:00+00:00,64.0,0.59,6.8,µg/m³,28.0,2.0,6.0,28.0
1105,Sofienbergparken,2024-04-24 07:00:00+00:00,66.0,1.9,8.5,µg/m³,29.0,8.0,8.0,29.0
1106,Sofienbergparken,2024-04-24 08:00:00+00:00,70.0,-0.15,6.2,µg/m³,30.0,,6.0,30.0
1107,Sofienbergparken,2024-04-24 09:00:00+00:00,74.0,-1.3,3.2,µg/m³,32.0,,3.0,32.0
1108,Sofienbergparken,2024-04-24 10:00:00+00:00,72.0,0.5,5.0,µg/m³,31.0,2.0,5.0,31.0
1109,Sofienbergparken,2024-04-24 11:00:00+00:00,74.0,3.1,3.2,µg/m³,32.0,13.0,3.0,32.0
1110,Sofienbergparken,2024-04-24 12:00:00+00:00,73.0,2.2,4.4,µg/m³,32.0,9.0,4.0,32.0
1111,Sofienbergparken,2024-04-24 13:00:00+00:00,73.0,2.1,6.5,µg/m³,32.0,9.0,6.0,32.0
1112,Sofienbergparken,2024-04-24 14:00:00+00:00,67.0,1.1,11.0,µg/m³,29.0,5.0,10.0,29.0
1113,Sofienbergparken,2024-04-24 15:00:00+00:00,70.0,4.1,9.5,µg/m³,30.0,17.0,9.0,30.0
1114,Sofienbergparken,2024-04-24 16:00:00+00:00,71.0,-0.76,9.8,µg/m³,31.0,,9.0,31.0
1115,Sofienbergparken,2024-04-24 17:00:00+00:00,72.0,4.1,7.5,µg/m³,31.0,17.0,7.0,31.0
1116,Sofienbergparken,2024-04-24 18:00:00+00:00,72.0,2.3,7.1,µg/m³,31.0,10.0,7.0,31.0
1117,Sofienbergparken,2024-04-24 19:00:00+00:00,65.0,1.3,10.0,µg/m³,28.0,5.0,9.0,28.0
1118,Sofienbergparken,2024-04-24 20:00:00+00:00,63.0,1.7,9.1,µg/m³,27.0,7.0,9.0,27.0
1119,Sofienbergparken,2024-04-24 21:00:00+00:00,60.0,0.47,8.3,µg/m³,26.0,2.0,8.0,26.0
1120,Sofienbergparken,2024-04-24 22:00:00+00:00,62.0,2.9,7.3,µg/m³,27.0,12.0,7.0,27.0
1121,Sofienbergparken,2024-04-24 23:00:00+00:00,62.0,1.0,4.3,µg/m³,27.0,4.0,4.0,27.0
1122,Sofienbergparken,2024-04-25 00:00:00+00:00,60.0,0.0049,3.8,µg/m³,26.0,0.0,4.0,26.0
1123,Sofienbergparken,2024-04-25 01:00:00+00:00,58.0,1.7,2.3,µg/m³,25.0,7.0,2.0,25.0
1124,Sofienbergparken,2024-04-25 02:00:00+00:00,57.0,-1.3,1.8,µg/m³,25.0,,2.0,25.0
1125,Sofienbergparken,2024-04-25 03:00:00+00:00,56.0,0.72,2.1,µg/m³,24.0,3.0,2.0,24.0
1126,Sofienbergparken,2024-04-25 04:00:00+00:00,54.0,2.5,4.2,µg/m³,23.0,10.0,4.0,23.0
1127,Sofienbergparken,2024-04-25 05:00:00+00:00,47.0,0.57,8.5,µg/m³,20.0,2.0,8.0,20.0
1128,Sofienbergparken,2024-04-25 06:00:00+00:00,45.0,3.7,17.0,µg/m³,19.0,15.0,16.0,19.0
1129,Sofienbergparken,2024-04-25 07:00:00+00:00,48.0,3.4,17.0,µg/m³,21.0,14.0,16.0,21.0
1130,Sofienbergparken,2024-04-25 08:00:00+00:00,52.0,4.0,17.0,µg/m³,22.0,17.0,16.0,22.0
1131,Sofienbergparken,2024-04-25 09:00:00+00:00,63.0,1.9,12.0,µg/m³,27.0,8.0,11.0,27.0
1132,Sofienbergparken,2024-04-25 10:00:00+00:00,65.0,4.2,14.0,µg/m³,28.0,18.0,13.0,28.0
1133,Sofienbergparken,2024-04-25 11:00:00+00:00,74.0,1.5,8.6,µg/m³,32.0,6.0,8.0,32.0
1134,Sofienbergparken,2024-04-25 12:00:00+00:00,77.0,3.0,8.4,µg/m³,33.0,12.0,8.0,33.0
1135,Sofienbergparken,2024-04-25 13:00:00+00:00,75.0,3.5,13.0,µg/m³,32.0,15.0,12.0,32.0
1136,Sofienbergparken,2024-04-25 14:00:00+00:00,78.0,3.1,9.9,µg/m³,34.0,13.0,9.0,34.0
1137,Sofienbergparken,2024-04-25 15:00:00+00:00,83.0,3.7,6.3,µg/m³,36.0,15.0,6.0,36.0
1138,Sofienbergparken,2024-04-25 16:00:00+00:00,85.0,3.7,4.3,µg/m³,37.0,15.0,4.0,37.0
1139,Sofienbergparken,2024-04-25 17:00:00+00:00,77.0,3.8,8.4,µg/m³,33.0,16.0,8.0,33.0
