location_name,datetimeUtc,pm25,O3,unit,AQI_O3,AQI_PM25,AQI
Beijing,2024-03-29 13:00:00+00:00,31.0,74.60122699386503,µg/m³,32.0,91,91.0
Beijing,2024-03-29 14:00:00+00:00,32.0,72.63803680981594,µg/m³,31.0,93,93.0
Beijing,2024-03-29 15:00:00+00:00,35.0,47.116564417177926,µg/m³,20.0,99,99.0
Beijing,2024-03-29 16:00:00+00:00,37.0,5.889570552147241,µg/m³,3.0,105,105.0
Beijing,2024-03-29 17:00:00+00:00,31.0,5.889570552147241,µg/m³,3.0,91,91.0
Beijing,2024-03-29 18:00:00+00:00,35.0,9.815950920245399,µg/m³,4.0,99,99.0
Beijing,2024-03-29 19:00:00+00:00,13.0,58.895705521472394,µg/m³,25.0,53,53.0
Beijing,2024-03-29 20:00:00+00:00,15.0,92.26993865030676,µg/m³,40.0,57,57.0
Beijing,2024-03-29 21:00:00+00:00,18.0,96.19631901840494,µg/m³,42.0,63,63.0
Beijing,2024-03-29 22:00:00+00:00,24.0,94.23312883435585,µg/m³,41.0,76,76.0
Beijing,2024-03-29 23:00:00+00:00,15.0,96.19631901840494,µg/m³,42.0,57,57.0
Beijing,2024-03-30 00:00:00+00:00,18.0,98.159509202454,µg/m³,42.0,63,63.0
Beijing,2024-04-01 01:00:00+00:00,44.0,92.26993865030676,µg/m³,40.0,122,122.0
Beijing,2024-04-01 02:00:00+00:00,43.0,88.34355828220859,µg/m³,38.0,119,119.0
Beijing,2024-04-01 03:00:00+00:00,46.0,84.41717791411043,µg/m³,37.0,127,127.0
Beijing,2024-04-01 04:00:00+00:00,48.0,90.30674846625767,µg/m³,39.0,132,132.0
Beijing,2024-04-01 05:00:00+00:00,44.0,102.08588957055215,µg/m³,44.0,122,122.0
Beijing,2024-04-01 06:00:00+00:00,55.0,107.97546012269939,µg/m³,47.0,149,149.0
Beijing,2024-04-01 07:00:00+00:00,52.0,113.86503067484665,µg/m³,49.0,142,142.0
Beijing,2024-04-01 08:00:00+00:00,61.0,123.68098159509202,µg/m³,60.0,154,154.0
Beijing,2024-04-01 09:00:00+00:00,68.0,123.68098159509202,µg/m³,60.0,157,157.0
Beijing,2024-04-01 10:00:00+00:00,64.0,121.71779141104295,µg/m³,57.0,155,155.0
Beijing,2024-04-01 11:00:00+00:00,56.0,119.75460122699387,µg/m³,54.0,151,151.0
Beijing,2024-04-01 12:00:00+00:00,45.0,113.86503067484665,µg/m³,49.0,124,124.0
Beijing,2024-04-01 13:00:00+00:00,44.0,106.0122699386503,µg/m³,46.0,122,122.0
Beijing,2024-04-01 14:00:00+00:00,42.0,104.04907975460122,µg/m³,45.0,117,117.0
Beijing,2024-04-01 15:00:00+00:00,46.0,106.0122699386503,µg/m³,46.0,127,127.0
Beijing,2024-04-01 16:00:00+00:00,49.0,102.08588957055215,µg/m³,44.0,134,134.0
Beijing,2024-04-01 17:00:00+00:00,40.0,102.08588957055215,µg/m³,44.0,112,112.0
Beijing,2024-04-01 18:00:00+00:00,45.0,92.26993865030676,µg/m³,40.0,124,124.0
Beijing,2024-04-01 19:00:00+00:00,48.0,54.969325153374236,µg/m³,24.0,132,132.0
Beijing,2024-04-01 20:00:00+00:00,46.0,62.82208588957055,µg/m³,27.0,127,127.0
Beijing,2024-04-01 21:00:00+00:00,48.0,49.079754601227,µg/m³,21.0,132,132.0
Beijing,2024-04-01 22:00:00+00:00,44.0,53.00613496932515,µg/m³,23.0,122,122.0
Beijing,2024-04-01 23:00:00+00:00,48.0,66.74846625766872,µg/m³,29.0,132,132.0
Beijing,2024-04-02 00:00:00+00:00,51.0,68.7116564417178,µg/m³,30.0,139,139.0
Beijing,2024-04-02 01:00:00+00:00,53.0,80.49079754601227,µg/m³,35.0,144,144.0
Beijing,2024-04-02 02:00:00+00:00,49.0,104.04907975460122,µg/m³,45.0,134,134.0
Beijing,2024-04-02 03:00:00+00:00,52.0,111.90184049079755,µg/m³,48.0,142,142.0
Beijing,2024-04-02 04:00:00+00:00,58.0,137.4233128834356,µg/m³,81.0,152,152.0
Beijing,2024-04-02 05:00:00+00:00,59.0,151.16564417177912,µg/m³,,153,153.0
Beijing,2024-04-02 06:00:00+00:00,79.0,160.98159509202455,µg/m³,116.0,163,163.0
Beijing,2024-04-02 07:00:00+00:00,54.0,170.79754601226995,µg/m³,132.0,147,147.0
Beijing,2024-04-02 08:00:00+00:00,60.0,174.7239263803681,µg/m³,138.0,153,153.0
Beijing,2024-04-02 09:00:00+00:00,54.0,164.9079754601227,µg/m³,122.0,147,147.0
Beijing,2024-04-02 10:00:00+00:00,66.0,141.34969325153372,µg/m³,87.0,156,156.0
Beijing,2024-04-02 11:00:00+00:00,64.0,121.71779141104295,µg/m³,57.0,155,155.0
Beijing,2024-04-02 12:00:00+00:00,66.0,115.8282208588957,µg/m³,,156,156.0
Beijing,2024-04-02 13:00:00+00:00,68.0,106.0122699386503,µg/m³,46.0,157,157.0
Beijing,2024-04-02 14:00:00+00:00,72.0,92.26993865030676,µg/m³,40.0,160,160.0
Beijing,2024-04-02 15:00:00+00:00,68.0,90.30674846625767,µg/m³,39.0,157,157.0
Beijing,2024-04-02 16:00:00+00:00,73.0,78.52760736196319,µg/m³,34.0,160,160.0
Beijing,2024-04-02 17:00:00+00:00,63.0,78.52760736196319,µg/m³,34.0,155,155.0
Beijing,2024-04-02 18:00:00+00:00,54.0,82.45398773006136,µg/m³,36.0,147,147.0
Beijing,2024-04-02 19:00:00+00:00,45.0,84.41717791411043,µg/m³,37.0,124,124.0
Beijing,2024-04-02 20:00:00+00:00,46.0,68.7116564417178,µg/m³,30.0,127,127.0
Beijing,2024-04-02 21:00:00+00:00,47.0,58.895705521472394,µg/m³,25.0,129,129.0
Beijing,2024-04-02 22:00:00+00:00,50.0,72.63803680981594,µg/m³,31.0,137,137.0
Beijing,2024-04-02 23:00:00+00:00,57.0,58.895705521472394,µg/m³,25.0,152,152.0
Beijing,2024-04-03 00:00:00+00:00,56.0,49.079754601227,µg/m³,21.0,151,151.0
Beijing,2024-04-03 01:00:00+00:00,58.0,43.190184049079754,µg/m³,19.0,152,152.0
Beijing,2024-04-03 02:00:00+00:00,45.0,70.67484662576686,µg/m³,31.0,124,124.0
Beijing,2024-04-03 03:00:00+00:00,25.0,94.23312883435585,µg/m³,41.0,78,78.0
Beijing,2024-04-03 04:00:00+00:00,42.0,104.04907975460122,µg/m³,45.0,117,117.0
Beijing,2024-04-03 05:00:00+00:00,64.0,123.68098159509202,µg/m³,60.0,155,155.0
Beijing,2024-04-03 06:00:00+00:00,48.0,147.23926380368096,µg/m³,96.0,132,132.0
Beijing,2024-04-03 07:00:00+00:00,52.0,157.05521472392638,µg/m³,109.0,142,142.0
Beijing,2024-04-03 08:00:00+00:00,53.0,157.05521472392638,µg/m³,109.0,144,144.0
Beijing,2024-04-03 09:00:00+00:00,50.0,153.12883435582822,µg/m³,103.0,137,137.0
Beijing,2024-04-03 10:00:00+00:00,49.0,147.23926380368096,µg/m³,96.0,134,134.0
Beijing,2024-04-03 11:00:00+00:00,52.0,131.53374233128835,µg/m³,72.0,142,142.0
Beijing,2024-04-03 12:00:00+00:00,58.0,117.79141104294479,µg/m³,51.0,152,152.0
Beijing,2024-04-03 13:00:00+00:00,58.0,107.97546012269939,µg/m³,47.0,152,152.0
Beijing,2024-04-03 14:00:00+00:00,58.0,98.159509202454,µg/m³,42.0,152,152.0
Beijing,2024-04-03 15:00:00+00:00,55.0,88.34355828220859,µg/m³,38.0,149,149.0
Beijing,2024-04-03 16:00:00+00:00,54.0,76.56441717791411,µg/m³,33.0,147,147.0
Beijing,2024-04-03 17:00:00+00:00,55.0,62.82208588957055,µg/m³,27.0,149,149.0
Beijing,2024-04-03 18:00:00+00:00,62.0,37.30061349693251,µg/m³,16.0,154,154.0
Beijing,2024-04-03 19:00:00+00:00,55.0,25.52147239263804,µg/m³,11.0,149,149.0
Beijing,2024-04-03 20:00:00+00:00,52.0,17.668711656441715,µg/m³,8.0,142,142.0
Beijing,2024-04-03 21:00:00+00:00,54.0,9.815950920245399,µg/m³,4.0,147,147.0
Beijing,2024-04-03 22:00:00+00:00,49.0,9.815950920245399,µg/m³,4.0,134,134.0
Beijing,2024-04-03 23:00:00+00:00,48.0,17.668711656441715,µg/m³,8.0,132,132.0
Beijing,2024-04-04 00:00:00+00:00,58.0,29.447852760736197,µg/m³,13.0,152,152.0
Beijing,2024-04-04 01:00:00+00:00,46.0,39.263803680981596,µg/m³,17.0,127,127.0
Beijing,2024-04-04 02:00:00+00:00,32.0,60.858895705521476,µg/m³,26.0,93,93.0
Beijing,2024-04-04 03:00:00+00:00,35.0,70.67484662576686,µg/m³,31.0,99,99.0
Beijing,2024-04-04 04:00:00+00:00,39.0,76.56441717791411,µg/m³,33.0,110,110.0
Beijing,2024-04-04 05:00:00+00:00,49.0,76.56441717791411,µg/m³,33.0,134,134.0
Beijing,2024-04-04 06:00:00+00:00,56.0,78.52760736196319,µg/m³,34.0,151,151.0
Beijing,2024-04-04 07:00:00+00:00,65.0,82.45398773006136,µg/m³,36.0,156,156.0
Beijing,2024-04-04 08:00:00+00:00,63.0,100.12269938650307,µg/m³,43.0,155,155.0
Beijing,2024-04-04 09:00:00+00:00,59.0,96.19631901840494,µg/m³,42.0,153,153.0
Beijing,2024-04-04 10:00:00+00:00,49.0,106.0122699386503,µg/m³,46.0,134,134.0
Beijing,2024-04-04 11:00:00+00:00,40.0,104.04907975460122,µg/m³,45.0,112,112.0
Beijing,2024-04-04 12:00:00+00:00,51.0,102.08588957055215,µg/m³,44.0,139,139.0
Beijing,2024-04-04 13:00:00+00:00,41.0,96.19631901840494,µg/m³,42.0,115,115.0
Beijing,2024-04-04 14:00:00+00:00,37.0,88.34355828220859,µg/m³,38.0,105,105.0
Beijing,2024-04-04 15:00:00+00:00,32.0,90.30674846625767,µg/m³,39.0,93,93.0
Beijing,2024-04-04 16:00:00+00:00,33.0,92.26993865030676,µg/m³,40.0,95,95.0
Beijing,2024-04-04 17:00:00+00:00,32.0,78.52760736196319,µg/m³,34.0,93,93.0
Beijing,2024-04-04 18:00:00+00:00,35.0,58.895705521472394,µg/m³,25.0,99,99.0
Beijing,2024-04-04 19:00:00+00:00,36.0,41.22699386503068,µg/m³,18.0,102,102.0
Beijing,2024-04-04 20:00:00+00:00,31.0,31.411042944785276,µg/m³,14.0,91,91.0
Beijing,2024-04-04 21:00:00+00:00,33.0,29.447852760736197,µg/m³,13.0,95,95.0
Beijing,2024-04-04 22:00:00+00:00,29.0,21.595092024539877,µg/m³,9.0,87,87.0
Beijing,2024-04-04 23:00:00+00:00,29.0,29.447852760736197,µg/m³,13.0,87,87.0
Beijing,2024-04-05 00:00:00+00:00,31.0,43.190184049079754,µg/m³,19.0,91,91.0
Beijing,2024-04-05 01:00:00+00:00,33.0,53.00613496932515,µg/m³,23.0,95,95.0
Beijing,2024-04-05 02:00:00+00:00,40.0,64.78527607361963,µg/m³,28.0,112,112.0
Beijing,2024-04-05 03:00:00+00:00,47.0,74.60122699386503,µg/m³,32.0,129,129.0
Beijing,2024-04-05 04:00:00+00:00,58.0,90.30674846625767,µg/m³,39.0,152,152.0
Beijing,2024-04-05 05:00:00+00:00,49.0,98.159509202454,µg/m³,42.0,134,134.0
Beijing,2024-04-05 06:00:00+00:00,51.0,113.86503067484665,µg/m³,49.0,139,139.0
Beijing,2024-04-05 07:00:00+00:00,51.0,131.53374233128835,µg/m³,72.0,139,139.0
Beijing,2024-04-05 08:00:00+00:00,50.0,151.16564417177912,µg/m³,,137,137.0
Beijing,2024-04-05 09:00:00+00:00,48.0,153.12883435582822,µg/m³,103.0,132,132.0
Beijing,2024-04-05 10:00:00+00:00,63.0,153.12883435582822,µg/m³,103.0,155,155.0
Beijing,2024-04-05 11:00:00+00:00,64.0,149.20245398773005,µg/m³,99.0,155,155.0
Beijing,2024-04-05 12:00:00+00:00,81.0,139.38650306748465,µg/m³,84.0,164,164.0
Beijing,2024-04-05 13:00:00+00:00,92.0,125.6441717791411,µg/m³,63.0,170,170.0
Beijing,2024-04-05 14:00:00+00:00,100.0,119.75460122699387,µg/m³,54.0,174,174.0
Beijing,2024-04-05 15:00:00+00:00,110.0,129.57055214723925,µg/m³,69.0,179,179.0
Beijing,2024-04-05 16:00:00+00:00,110.0,117.79141104294479,µg/m³,51.0,179,179.0
Beijing,2024-04-05 17:00:00+00:00,110.0,100.12269938650307,µg/m³,43.0,179,179.0
Beijing,2024-04-05 18:00:00+00:00,110.0,64.78527607361963,µg/m³,28.0,179,179.0
Beijing,2024-04-05 19:00:00+00:00,97.0,7.852760736196319,µg/m³,3.0,172,172.0
Beijing,2024-04-05 20:00:00+00:00,86.0,7.852760736196319,µg/m³,3.0,167,167.0
Beijing,2024-04-05 21:00:00+00:00,93.0,7.852760736196319,µg/m³,3.0,170,170.0
Beijing,2024-04-05 22:00:00+00:00,90.0,7.852760736196319,µg/m³,3.0,169,169.0
Beijing,2024-04-05 23:00:00+00:00,91.0,9.815950920245399,µg/m³,4.0,169,169.0
Beijing,2024-04-06 00:00:00+00:00,97.0,31.411042944785276,µg/m³,14.0,172,172.0
Beijing,2024-04-06 01:00:00+00:00,87.0,76.56441717791411,µg/m³,33.0,167,167.0
Beijing,2024-04-06 02:00:00+00:00,97.0,98.159509202454,µg/m³,42.0,172,172.0
Beijing,2024-04-06 03:00:00+00:00,86.0,123.68098159509202,µg/m³,60.0,167,167.0
Beijing,2024-04-06 04:00:00+00:00,85.0,133.49693251533745,µg/m³,75.0,166,166.0
Beijing,2024-04-06 05:00:00+00:00,84.0,125.6441717791411,µg/m³,63.0,166,166.0
Beijing,2024-04-06 06:00:00+00:00,48.0,151.16564417177912,µg/m³,,132,132.0
Beijing,2024-04-06 07:00:00+00:00,43.0,164.9079754601227,µg/m³,122.0,119,122.0
Beijing,2024-04-06 08:00:00+00:00,40.0,157.05521472392638,µg/m³,109.0,112,112.0
Beijing,2024-04-06 09:00:00+00:00,48.0,160.98159509202455,µg/m³,116.0,132,132.0
Beijing,2024-04-06 10:00:00+00:00,47.0,159.01840490797545,µg/m³,113.0,129,129.0
Beijing,2024-04-06 11:00:00+00:00,51.0,153.12883435582822,µg/m³,103.0,139,139.0
Beijing,2024-04-06 12:00:00+00:00,57.0,139.38650306748465,µg/m³,84.0,152,152.0
Beijing,2024-04-06 13:00:00+00:00,68.0,139.38650306748465,µg/m³,84.0,157,157.0
Beijing,2024-04-06 14:00:00+00:00,84.0,149.20245398773005,µg/m³,99.0,166,166.0
Beijing,2024-04-06 15:00:00+00:00,92.0,129.57055214723925,µg/m³,69.0,170,170.0
Beijing,2024-04-06 16:00:00+00:00,93.0,104.04907975460122,µg/m³,45.0,170,170.0
Beijing,2024-04-06 17:00:00+00:00,84.0,72.63803680981594,µg/m³,31.0,166,166.0
Beijing,2024-04-06 18:00:00+00:00,42.0,19.631901840490798,µg/m³,8.0,117,117.0
Beijing,2024-04-06 19:00:00+00:00,33.0,29.447852760736197,µg/m³,13.0,95,95.0
Beijing,2024-04-06 20:00:00+00:00,19.0,17.668711656441715,µg/m³,8.0,66,66.0
Beijing,2024-04-06 21:00:00+00:00,22.0,31.411042944785276,µg/m³,14.0,72,72.0
Beijing,2024-04-06 22:00:00+00:00,19.0,17.668711656441715,µg/m³,8.0,66,66.0
Beijing,2024-04-06 23:00:00+00:00,19.0,11.779141104294482,µg/m³,5.0,66,66.0
Beijing,2024-04-07 00:00:00+00:00,21.0,29.447852760736197,µg/m³,13.0,70,70.0
Beijing,2024-04-07 01:00:00+00:00,22.0,51.04294478527608,µg/m³,22.0,72,72.0
Beijing,2024-04-07 02:00:00+00:00,25.0,72.63803680981594,µg/m³,31.0,78,78.0
Beijing,2024-04-07 03:00:00+00:00,17.0,90.30674846625767,µg/m³,39.0,61,61.0
Beijing,2024-04-07 04:00:00+00:00,22.0,106.0122699386503,µg/m³,46.0,72,72.0
Beijing,2024-04-07 05:00:00+00:00,17.0,109.93865030674847,µg/m³,48.0,61,61.0
Beijing,2024-04-07 06:00:00+00:00,17.0,117.79141104294479,µg/m³,51.0,61,61.0
Beijing,2024-04-07 07:00:00+00:00,21.0,117.79141104294479,µg/m³,51.0,70,70.0
Beijing,2024-04-07 08:00:00+00:00,26.0,117.79141104294479,µg/m³,51.0,80,80.0
Beijing,2024-04-07 09:00:00+00:00,24.0,119.75460122699387,µg/m³,54.0,76,76.0
Beijing,2024-04-07 10:00:00+00:00,22.0,115.8282208588957,µg/m³,,72,72.0
Beijing,2024-04-07 11:00:00+00:00,22.0,109.93865030674847,µg/m³,48.0,72,72.0
Beijing,2024-04-07 12:00:00+00:00,22.0,102.08588957055215,µg/m³,44.0,72,72.0
Beijing,2024-04-07 13:00:00+00:00,32.0,98.159509202454,µg/m³,42.0,93,93.0
Beijing,2024-04-07 14:00:00+00:00,31.0,104.04907975460122,µg/m³,45.0,91,91.0
Beijing,2024-04-07 15:00:00+00:00,30.0,94.23312883435585,µg/m³,41.0,89,89.0
Beijing,2024-04-07 16:00:00+00:00,34.0,92.26993865030676,µg/m³,40.0,97,97.0
Beijing,2024-04-07 17:00:00+00:00,32.0,70.67484662576686,µg/m³,31.0,93,93.0
Beijing,2024-04-07 18:00:00+00:00,35.0,23.558282208588963,µg/m³,10.0,99,99.0
Beijing,2024-04-07 19:00:00+00:00,37.0,7.852760736196319,µg/m³,3.0,105,105.0
Beijing,2024-04-07 20:00:00+00:00,35.0,7.852760736196319,µg/m³,3.0,99,99.0
Beijing,2024-04-07 21:00:00+00:00,39.0,7.852760736196319,µg/m³,3.0,110,110.0
Beijing,2024-04-07 22:00:00+00:00,35.0,5.889570552147241,µg/m³,3.0,99,99.0
Beijing,2024-04-07 23:00:00+00:00,57.0,15.705521472392638,µg/m³,7.0,152,152.0
Beijing,2024-04-08 00:00:00+00:00,96.0,53.00613496932515,µg/m³,23.0,172,172.0
Beijing,2024-04-08 01:00:00+00:00,59.0,70.67484662576686,µg/m³,31.0,153,153.0
Beijing,2024-04-08 02:00:00+00:00,44.0,76.56441717791411,µg/m³,33.0,122,122.0
Beijing,2024-04-08 03:00:00+00:00,45.0,84.41717791411043,µg/m³,37.0,124,124.0
Beijing,2024-04-08 04:00:00+00:00,45.0,96.19631901840494,µg/m³,42.0,124,124.0
Beijing,2024-04-08 05:00:00+00:00,42.0,109.93865030674847,µg/m³,48.0,117,117.0
Beijing,2024-04-08 06:00:00+00:00,36.0,117.79141104294479,µg/m³,51.0,102,102.0
Beijing,2024-04-08 07:00:00+00:00,33.0,119.75460122699387,µg/m³,54.0,95,95.0
Beijing,2024-04-08 08:00:00+00:00,34.0,121.71779141104295,µg/m³,57.0,97,97.0
Beijing,2024-04-08 09:00:00+00:00,30.0,125.6441717791411,µg/m³,63.0,89,89.0
Beijing,2024-04-08 10:00:00+00:00,27.0,125.6441717791411,µg/m³,63.0,82,82.0
Beijing,2024-04-08 11:00:00+00:00,28.0,111.90184049079755,µg/m³,48.0,84,84.0
Beijing,2024-04-08 12:00:00+00:00,28.0,98.159509202454,µg/m³,42.0,84,84.0
Beijing,2024-04-08 13:00:00+00:00,33.0,84.41717791411043,µg/m³,37.0,95,95.0
Beijing,2024-04-08 14:00:00+00:00,31.0,74.60122699386503,µg/m³,32.0,91,91.0
Beijing,2024-04-08 15:00:00+00:00,46.0,68.7116564417178,µg/m³,30.0,127,127.0
Beijing,2024-04-08 16:00:00+00:00,44.0,58.895705521472394,µg/m³,25.0,122,122.0
Beijing,2024-04-08 17:00:00+00:00,36.0,54.969325153374236,µg/m³,24.0,102,102.0
Beijing,2024-04-08 18:00:00+00:00,38.0,54.969325153374236,µg/m³,24.0,107,107.0
Beijing,2024-04-08 19:00:00+00:00,35.0,64.78527607361963,µg/m³,28.0,99,99.0
Beijing,2024-04-08 20:00:00+00:00,26.0,72.63803680981594,µg/m³,31.0,80,80.0
Beijing,2024-04-08 21:00:00+00:00,22.0,74.60122699386503,µg/m³,32.0,72,72.0
Beijing,2024-04-08 22:00:00+00:00,29.0,76.56441717791411,µg/m³,33.0,87,87.0
Beijing,2024-04-08 23:00:00+00:00,27.0,74.60122699386503,µg/m³,32.0,82,82.0
Beijing,2024-04-09 00:00:00+00:00,30.0,70.67484662576686,µg/m³,31.0,89,89.0
Beijing,2024-04-09 01:00:00+00:00,28.0,68.7116564417178,µg/m³,30.0,84,84.0
Beijing,2024-04-09 02:00:00+00:00,25.0,74.60122699386503,µg/m³,32.0,78,78.0
Beijing,2024-04-09 03:00:00+00:00,27.0,88.34355828220859,µg/m³,38.0,82,82.0
Beijing,2024-04-09 04:00:00+00:00,27.0,88.34355828220859,µg/m³,38.0,82,82.0
Beijing,2024-04-09 05:00:00+00:00,26.0,92.26993865030676,µg/m³,40.0,80,80.0
Beijing,2024-04-09 06:00:00+00:00,22.0,107.97546012269939,µg/m³,47.0,72,72.0
Beijing,2024-04-09 07:00:00+00:00,28.0,113.86503067484665,µg/m³,49.0,84,84.0
Beijing,2024-04-09 08:00:00+00:00,26.0,115.8282208588957,µg/m³,,80,80.0
Beijing,2024-04-09 09:00:00+00:00,34.0,111.90184049079755,µg/m³,48.0,97,97.0
Beijing,2024-04-09 10:00:00+00:00,38.0,104.04907975460122,µg/m³,45.0,107,107.0
Beijing,2024-04-09 11:00:00+00:00,30.0,80.49079754601227,µg/m³,35.0,89,89.0
Beijing,2024-04-09 12:00:00+00:00,33.0,68.7116564417178,µg/m³,30.0,95,95.0
Beijing,2024-04-09 13:00:00+00:00,35.0,62.82208588957055,µg/m³,27.0,99,99.0
Beijing,2024-04-09 14:00:00+00:00,38.0,51.04294478527608,µg/m³,22.0,107,107.0
Beijing,2024-04-09 15:00:00+00:00,33.0,54.969325153374236,µg/m³,24.0,95,95.0
Beijing,2024-04-09 16:00:00+00:00,36.0,62.82208588957055,µg/m³,27.0,102,102.0
Beijing,2024-04-09 17:00:00+00:00,41.0,60.858895705521476,µg/m³,26.0,115,115.0
Beijing,2024-04-09 18:00:00+00:00,41.0,43.190184049079754,µg/m³,19.0,115,115.0
Beijing,2024-04-09 19:00:00+00:00,43.0,37.30061349693251,µg/m³,16.0,119,119.0
Beijing,2024-04-09 20:00:00+00:00,48.0,39.263803680981596,µg/m³,17.0,132,132.0
Beijing,2024-04-09 21:00:00+00:00,43.0,41.22699386503068,µg/m³,18.0,119,119.0
Beijing,2024-04-09 22:00:00+00:00,42.0,11.779141104294482,µg/m³,5.0,117,117.0
Beijing,2024-04-09 23:00:00+00:00,40.0,17.668711656441715,µg/m³,8.0,112,112.0
Beijing,2024-04-10 00:00:00+00:00,39.0,43.190184049079754,µg/m³,19.0,110,110.0
Beijing,2024-04-10 01:00:00+00:00,37.0,39.263803680981596,µg/m³,17.0,105,105.0
Beijing,2024-04-10 02:00:00+00:00,43.0,35.33742331288343,µg/m³,15.0,119,119.0
Beijing,2024-04-10 03:00:00+00:00,53.0,21.595092024539877,µg/m³,9.0,144,144.0
Beijing,2024-04-10 04:00:00+00:00,57.0,23.558282208588963,µg/m³,10.0,152,152.0
Beijing,2024-04-10 05:00:00+00:00,48.0,27.484662576687118,µg/m³,12.0,132,132.0
Beijing,2024-04-10 06:00:00+00:00,59.0,27.484662576687118,µg/m³,12.0,153,153.0
Beijing,2024-04-10 07:00:00+00:00,59.0,27.484662576687118,µg/m³,12.0,153,153.0
Beijing,2024-04-10 08:00:00+00:00,58.0,35.33742331288343,µg/m³,15.0,152,152.0
Beijing,2024-04-10 09:00:00+00:00,65.0,37.30061349693251,µg/m³,16.0,156,156.0
Beijing,2024-04-10 10:00:00+00:00,68.0,31.411042944785276,µg/m³,14.0,157,157.0
Beijing,2024-04-10 11:00:00+00:00,73.0,11.779141104294482,µg/m³,5.0,160,160.0
Beijing,2024-04-10 12:00:00+00:00,67.0,5.889570552147241,µg/m³,3.0,157,157.0
Beijing,2024-04-10 13:00:00+00:00,73.0,7.852760736196319,µg/m³,3.0,160,160.0
Beijing,2024-04-10 14:00:00+00:00,70.0,5.889570552147241,µg/m³,3.0,158,158.0
Beijing,2024-04-10 15:00:00+00:00,65.0,5.889570552147241,µg/m³,3.0,156,156.0
Beijing,2024-04-10 16:00:00+00:00,65.0,5.889570552147241,µg/m³,3.0,156,156.0
Beijing,2024-04-10 17:00:00+00:00,67.0,7.852760736196319,µg/m³,3.0,157,157.0
Beijing,2024-04-10 18:00:00+00:00,64.0,5.889570552147241,µg/m³,3.0,155,155.0
Beijing,2024-04-10 19:00:00+00:00,65.0,5.889570552147241,µg/m³,3.0,156,156.0
Beijing,2024-04-10 20:00:00+00:00,66.0,5.889570552147241,µg/m³,3.0,156,156.0
Beijing,2024-04-10 21:00:00+00:00,69.0,5.889570552147241,µg/m³,3.0,158,158.0
Beijing,2024-04-10 22:00:00+00:00,73.0,5.889570552147241,µg/m³,3.0,160,160.0
Beijing,2024-04-10 23:00:00+00:00,70.0,7.852760736196319,µg/m³,3.0,158,158.0
Beijing,2024-04-11 00:00:00+00:00,76.0,11.779141104294482,µg/m³,5.0,162,162.0
Beijing,2024-04-11 01:00:00+00:00,93.0,23.558282208588963,µg/m³,10.0,170,170.0
Beijing,2024-04-11 02:00:00+00:00,93.0,31.411042944785276,µg/m³,14.0,170,170.0
Beijing,2024-04-11 03:00:00+00:00,95.0,49.079754601227,µg/m³,21.0,171,171.0
Beijing,2024-04-11 04:00:00+00:00,94.0,70.67484662576686,µg/m³,31.0,171,171.0
Beijing,2024-04-11 05:00:00+00:00,110.0,80.49079754601227,µg/m³,35.0,179,179.0
Beijing,2024-04-11 06:00:00+00:00,100.0,106.0122699386503,µg/m³,46.0,174,174.0
Beijing,2024-04-11 07:00:00+00:00,100.0,131.53374233128835,µg/m³,72.0,174,174.0
Beijing,2024-04-11 08:00:00+00:00,100.0,147.23926380368096,µg/m³,96.0,174,174.0
Beijing,2024-04-11 09:00:00+00:00,100.0,184.5398773006135,µg/m³,152.0,174,174.0
Beijing,2024-04-11 10:00:00+00:00,120.0,186.5030674846626,µg/m³,154.0,184,184.0
Beijing,2024-04-11 11:00:00+00:00,130.0,172.76073619631902,µg/m³,135.0,189,189.0
Beijing,2024-04-11 12:00:00+00:00,150.0,129.57055214723925,µg/m³,69.0,200,200.0
Beijing,2024-04-11 13:00:00+00:00,180.0,80.49079754601227,µg/m³,35.0,230,230.0
Beijing,2024-04-11 14:00:00+00:00,160.0,51.04294478527608,µg/m³,22.0,210,210.0
Beijing,2024-04-11 15:00:00+00:00,160.0,62.82208588957055,µg/m³,27.0,210,210.0
Beijing,2024-04-11 16:00:00+00:00,200.0,66.74846625766872,µg/m³,29.0,250,250.0
Beijing,2024-04-11 17:00:00+00:00,190.0,19.631901840490798,µg/m³,8.0,240,240.0
Beijing,2024-04-11 18:00:00+00:00,210.0,5.889570552147241,µg/m³,3.0,260,260.0
Beijing,2024-04-11 19:00:00+00:00,220.0,5.889570552147241,µg/m³,3.0,270,270.0
Beijing,2024-04-11 20:00:00+00:00,220.0,5.889570552147241,µg/m³,3.0,270,270.0
Beijing,2024-04-11 21:00:00+00:00,220.0,5.889570552147241,µg/m³,3.0,270,270.0
Beijing,2024-04-11 22:00:00+00:00,210.0,5.889570552147241,µg/m³,3.0,260,260.0
Beijing,2024-04-11 23:00:00+00:00,210.0,5.889570552147241,µg/m³,3.0,260,260.0
Beijing,2024-04-12 00:00:00+00:00,200.0,5.889570552147241,µg/m³,3.0,250,250.0
Beijing,2024-04-12 01:00:00+00:00,180.0,7.852760736196319,µg/m³,3.0,230,230.0
Beijing,2024-04-12 02:00:00+00:00,150.0,13.742331288343559,µg/m³,6.0,200,200.0
Beijing,2024-04-12 03:00:00+00:00,100.0,37.30061349693251,µg/m³,16.0,174,174.0
