location_name,datetimeUtc,O3,No2,unit,AQI_O3,AQI_NO2,AQI
BARCELONA (CIUTADELLA),2024-05-13 11:00:00+00:00,85.0,14.0,µg/m³,37.0,13.0,37.0
BARCELONA (CIUTADELLA),2024-05-13 12:00:00+00:00,89.0,11.0,µg/m³,39.0,10.0,39.0
BARCELONA (CIUTADELLA),2024-05-13 13:00:00+00:00,92.0,8.0,µg/m³,40.0,8.0,40.0
BARCELONA (CIUTADELLA),2024-05-13 14:00:00+00:00,96.0,6.0,µg/m³,42.0,6.0,42.0
BARCELONA (CIUTADELLA),2024-05-13 15:00:00+00:00,100.0,5.0,µg/m³,43.0,5.0,43.0
BARCELONA (CIUTADELLA),2024-05-13 16:00:00+00:00,100.0,8.0,µg/m³,43.0,8.0,43.0
BARCELONA (CIUTADELLA),2024-05-13 17:00:00+00:00,100.0,5.0,µg/m³,43.0,5.0,43.0
BARCELONA (CIUTADELLA),2024-05-13 18:00:00+00:00,110.0,6.0,µg/m³,48.0,6.0,48.0
BARCELONA (CIUTADELLA),2024-05-13 19:00:00+00:00,110.0,7.0,µg/m³,48.0,7.0,48.0
BARCELONA (CIUTADELLA),2024-05-13 20:00:00+00:00,100.0,8.0,µg/m³,43.0,8.0,43.0
BARCELONA (CIUTADELLA),2024-05-13 21:00:00+00:00,99.0,4.0,µg/m³,43.0,4.0,43.0
BARCELONA (CIUTADELLA),2024-05-13 22:00:00+00:00,88.0,8.0,µg/m³,38.0,8.0,38.0
BARCELONA (CIUTADELLA),2024-05-13 23:00:00+00:00,87.0,7.0,µg/m³,38.0,7.0,38.0
BARCELONA (CIUTADELLA),2024-05-14 00:00:00+00:00,87.0,3.0,µg/m³,38.0,3.0,38.0
BARCELONA (CIUTADELLA),2024-05-14 01:00:00+00:00,88.0,4.0,µg/m³,38.0,4.0,38.0
BARCELONA (CIUTADELLA),2024-05-14 02:00:00+00:00,82.0,5.0,µg/m³,35.0,5.0,35.0
BARCELONA (CIUTADELLA),2024-05-14 03:00:00+00:00,85.0,3.0,µg/m³,37.0,3.0,37.0
BARCELONA (CIUTADELLA),2024-05-14 04:00:00+00:00,77.0,5.0,µg/m³,33.0,5.0,33.0
BARCELONA (CIUTADELLA),2024-05-14 05:00:00+00:00,72.0,7.0,µg/m³,31.0,7.0,31.0
BARCELONA (CIUTADELLA),2024-05-14 06:00:00+00:00,79.0,8.0,µg/m³,34.0,8.0,34.0
BARCELONA (CIUTADELLA),2024-05-14 07:00:00+00:00,70.0,14.0,µg/m³,30.0,13.0,30.0
BARCELONA (CIUTADELLA),2024-05-14 08:00:00+00:00,61.0,21.0,µg/m³,26.0,20.0,26.0
BARCELONA (CIUTADELLA),2024-05-14 09:00:00+00:00,68.0,13.0,µg/m³,29.0,12.0,29.0
BARCELONA (CIUTADELLA),2024-05-14 10:00:00+00:00,63.0,16.0,µg/m³,27.0,15.0,27.0
BARCELONA (CIUTADELLA),2024-05-14 11:00:00+00:00,57.0,17.0,µg/m³,25.0,16.0,25.0
BARCELONA (CIUTADELLA),2024-05-14 12:00:00+00:00,61.0,16.0,µg/m³,26.0,15.0,26.0
BARCELONA (CIUTADELLA),2024-05-14 13:00:00+00:00,70.0,15.0,µg/m³,30.0,14.0,30.0
BARCELONA (CIUTADELLA),2024-05-14 14:00:00+00:00,50.0,20.0,µg/m³,22.0,19.0,22.0
BARCELONA (CIUTADELLA),2024-05-14 15:00:00+00:00,52.0,15.0,µg/m³,22.0,14.0,22.0
BARCELONA (CIUTADELLA),2024-05-14 16:00:00+00:00,63.0,10.0,µg/m³,27.0,9.0,27.0
BARCELONA (CIUTADELLA),2024-05-14 17:00:00+00:00,82.0,7.0,µg/m³,35.0,7.0,35.0
BARCELONA (CIUTADELLA),2024-05-14 18:00:00+00:00,77.0,5.0,µg/m³,33.0,5.0,33.0
BARCELONA (CIUTADELLA),2024-05-14 19:00:00+00:00,80.0,4.0,µg/m³,35.0,4.0,35.0
BARCELONA (CIUTADELLA),2024-05-14 20:00:00+00:00,74.0,5.0,µg/m³,32.0,5.0,32.0
BARCELONA (CIUTADELLA),2024-05-14 21:00:00+00:00,73.0,4.0,µg/m³,32.0,4.0,32.0
BARCELONA (CIUTADELLA),2024-05-14 22:00:00+00:00,68.0,5.0,µg/m³,29.0,5.0,29.0
BARCELONA (CIUTADELLA),2024-05-14 23:00:00+00:00,60.0,5.0,µg/m³,26.0,5.0,26.0
BARCELONA (CIUTADELLA),2024-05-15 00:00:00+00:00,45.0,8.0,µg/m³,19.0,8.0,19.0
BARCELONA (CIUTADELLA),2024-05-15 01:00:00+00:00,46.0,6.0,µg/m³,20.0,6.0,20.0
BARCELONA (CIUTADELLA),2024-05-15 02:00:00+00:00,52.0,6.0,µg/m³,22.0,6.0,22.0
BARCELONA (CIUTADELLA),2024-05-15 03:00:00+00:00,57.0,4.0,µg/m³,25.0,4.0,25.0
BARCELONA (CIUTADELLA),2024-05-15 04:00:00+00:00,55.0,5.0,µg/m³,24.0,5.0,24.0
BARCELONA (CIUTADELLA),2024-05-15 05:00:00+00:00,52.0,8.0,µg/m³,22.0,8.0,22.0
BARCELONA (CIUTADELLA),2024-05-15 06:00:00+00:00,41.0,9.0,µg/m³,18.0,8.0,18.0
BARCELONA (CIUTADELLA),2024-05-15 07:00:00+00:00,51.0,20.0,µg/m³,22.0,19.0,22.0
BARCELONA (CIUTADELLA),2024-05-15 08:00:00+00:00,40.0,24.0,µg/m³,17.0,23.0,23.0
BARCELONA (CIUTADELLA),2024-05-15 09:00:00+00:00,20.0,40.0,µg/m³,9.0,38.0,38.0
BARCELONA (CIUTADELLA),2024-05-15 10:00:00+00:00,17.0,54.0,µg/m³,7.0,51.0,51.0
BARCELONA (CIUTADELLA),2024-05-15 11:00:00+00:00,27.0,39.0,µg/m³,12.0,37.0,37.0
BARCELONA (CIUTADELLA),2024-05-15 12:00:00+00:00,42.0,36.0,µg/m³,18.0,34.0,34.0
BARCELONA (CIUTADELLA),2024-05-15 13:00:00+00:00,44.0,37.0,µg/m³,19.0,35.0,35.0
BARCELONA (CIUTADELLA),2024-05-15 14:00:00+00:00,47.0,36.0,µg/m³,20.0,34.0,34.0
BARCELONA (CIUTADELLA),2024-05-15 15:00:00+00:00,52.0,30.0,µg/m³,22.0,28.0,28.0
BARCELONA (CIUTADELLA),2024-05-15 16:00:00+00:00,41.0,39.0,µg/m³,18.0,37.0,37.0
BARCELONA (CIUTADELLA),2024-05-15 17:00:00+00:00,54.0,29.0,µg/m³,23.0,27.0,27.0
BARCELONA (CIUTADELLA),2024-05-15 18:00:00+00:00,70.0,10.0,µg/m³,30.0,9.0,30.0
BARCELONA (CIUTADELLA),2024-05-15 19:00:00+00:00,52.0,33.0,µg/m³,22.0,31.0,31.0
BARCELONA (CIUTADELLA),2024-05-15 20:00:00+00:00,61.0,17.0,µg/m³,26.0,16.0,26.0
BARCELONA (CIUTADELLA),2024-05-15 21:00:00+00:00,43.0,37.0,µg/m³,19.0,35.0,35.0
BARCELONA (CIUTADELLA),2024-05-15 22:00:00+00:00,27.0,42.0,µg/m³,12.0,40.0,40.0
BARCELONA (CIUTADELLA),2024-05-15 23:00:00+00:00,15.0,52.0,µg/m³,6.0,49.0,49.0
BARCELONA (CIUTADELLA),2024-05-16 00:00:00+00:00,13.0,53.0,µg/m³,6.0,50.0,50.0
BARCELONA (CIUTADELLA),2024-05-16 01:00:00+00:00,33.0,21.0,µg/m³,14.0,20.0,20.0
BARCELONA (CIUTADELLA),2024-05-16 02:00:00+00:00,26.0,29.0,µg/m³,11.0,27.0,27.0
BARCELONA (CIUTADELLA),2024-05-16 03:00:00+00:00,25.0,31.0,µg/m³,11.0,29.0,29.0
BARCELONA (CIUTADELLA),2024-05-16 04:00:00+00:00,26.0,26.0,µg/m³,11.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-16 05:00:00+00:00,29.0,27.0,µg/m³,13.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-16 06:00:00+00:00,23.0,26.0,µg/m³,10.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-16 07:00:00+00:00,10.0,42.0,µg/m³,4.0,40.0,40.0
BARCELONA (CIUTADELLA),2024-05-16 08:00:00+00:00,11.0,49.0,µg/m³,5.0,46.0,46.0
BARCELONA (CIUTADELLA),2024-05-16 09:00:00+00:00,43.0,24.0,µg/m³,19.0,23.0,23.0
BARCELONA (CIUTADELLA),2024-05-16 10:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-16 11:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-16 12:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-16 13:00:00+00:00,50.0,27.0,µg/m³,22.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-16 14:00:00+00:00,66.0,16.0,µg/m³,29.0,15.0,29.0
BARCELONA (CIUTADELLA),2024-05-16 15:00:00+00:00,66.0,18.0,µg/m³,29.0,17.0,29.0
BARCELONA (CIUTADELLA),2024-05-16 16:00:00+00:00,68.0,20.0,µg/m³,29.0,19.0,29.0
BARCELONA (CIUTADELLA),2024-05-16 17:00:00+00:00,72.0,20.0,µg/m³,31.0,19.0,31.0
BARCELONA (CIUTADELLA),2024-05-16 18:00:00+00:00,70.0,24.0,µg/m³,30.0,23.0,30.0
BARCELONA (CIUTADELLA),2024-05-16 19:00:00+00:00,56.0,39.0,µg/m³,24.0,37.0,37.0
BARCELONA (CIUTADELLA),2024-05-16 20:00:00+00:00,36.0,53.0,µg/m³,16.0,50.0,50.0
BARCELONA (CIUTADELLA),2024-05-16 21:00:00+00:00,56.0,26.0,µg/m³,24.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-16 22:00:00+00:00,59.0,23.0,µg/m³,26.0,22.0,26.0
BARCELONA (CIUTADELLA),2024-05-16 23:00:00+00:00,48.0,19.0,µg/m³,21.0,18.0,21.0
BARCELONA (CIUTADELLA),2024-05-17 00:00:00+00:00,35.0,13.0,µg/m³,15.0,12.0,15.0
BARCELONA (CIUTADELLA),2024-05-17 01:00:00+00:00,24.0,27.0,µg/m³,10.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-17 02:00:00+00:00,22.0,30.0,µg/m³,10.0,28.0,28.0
BARCELONA (CIUTADELLA),2024-05-17 03:00:00+00:00,19.0,31.0,µg/m³,8.0,29.0,29.0
BARCELONA (CIUTADELLA),2024-05-17 04:00:00+00:00,8.0,40.0,µg/m³,3.0,38.0,38.0
BARCELONA (CIUTADELLA),2024-05-17 05:00:00+00:00,12.0,31.0,µg/m³,5.0,29.0,29.0
BARCELONA (CIUTADELLA),2024-05-17 06:00:00+00:00,12.0,29.0,µg/m³,5.0,27.0,27.0
BARCELONA (CIUTADELLA),2024-05-17 07:00:00+00:00,43.0,19.0,µg/m³,19.0,18.0,19.0
BARCELONA (CIUTADELLA),2024-05-17 08:00:00+00:00,60.0,9.0,µg/m³,26.0,8.0,26.0
BARCELONA (CIUTADELLA),2024-05-17 09:00:00+00:00,63.0,10.0,µg/m³,27.0,9.0,27.0
BARCELONA (CIUTADELLA),2024-05-17 10:00:00+00:00,68.0,9.0,µg/m³,29.0,8.0,29.0
BARCELONA (CIUTADELLA),2024-05-17 11:00:00+00:00,71.0,9.0,µg/m³,31.0,8.0,31.0
BARCELONA (CIUTADELLA),2024-05-17 12:00:00+00:00,78.0,8.0,µg/m³,34.0,8.0,34.0
BARCELONA (CIUTADELLA),2024-05-17 13:00:00+00:00,88.0,8.0,µg/m³,38.0,8.0,38.0
BARCELONA (CIUTADELLA),2024-05-17 14:00:00+00:00,92.0,6.0,µg/m³,40.0,6.0,40.0
BARCELONA (CIUTADELLA),2024-05-17 15:00:00+00:00,92.0,7.0,µg/m³,40.0,7.0,40.0
BARCELONA (CIUTADELLA),2024-05-17 16:00:00+00:00,93.0,7.0,µg/m³,40.0,7.0,40.0
BARCELONA (CIUTADELLA),2024-05-17 17:00:00+00:00,81.0,14.0,µg/m³,35.0,13.0,35.0
BARCELONA (CIUTADELLA),2024-05-17 18:00:00+00:00,81.0,15.0,µg/m³,35.0,14.0,35.0
BARCELONA (CIUTADELLA),2024-05-17 19:00:00+00:00,76.0,18.0,µg/m³,33.0,17.0,33.0
BARCELONA (CIUTADELLA),2024-05-17 20:00:00+00:00,83.0,8.0,µg/m³,36.0,8.0,36.0
BARCELONA (CIUTADELLA),2024-05-17 21:00:00+00:00,67.0,10.0,µg/m³,29.0,9.0,29.0
BARCELONA (CIUTADELLA),2024-05-17 22:00:00+00:00,37.0,42.0,µg/m³,16.0,40.0,40.0
BARCELONA (CIUTADELLA),2024-05-17 23:00:00+00:00,37.0,32.0,µg/m³,16.0,30.0,30.0
BARCELONA (CIUTADELLA),2024-05-18 00:00:00+00:00,26.0,30.0,µg/m³,11.0,28.0,28.0
BARCELONA (CIUTADELLA),2024-05-18 01:00:00+00:00,32.0,19.0,µg/m³,14.0,18.0,18.0
BARCELONA (CIUTADELLA),2024-05-18 02:00:00+00:00,25.0,23.0,µg/m³,11.0,22.0,22.0
BARCELONA (CIUTADELLA),2024-05-18 03:00:00+00:00,22.0,18.0,µg/m³,10.0,17.0,17.0
BARCELONA (CIUTADELLA),2024-05-18 04:00:00+00:00,17.0,22.0,µg/m³,7.0,21.0,21.0
BARCELONA (CIUTADELLA),2024-05-18 05:00:00+00:00,13.0,26.0,µg/m³,6.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-18 06:00:00+00:00,24.0,17.0,µg/m³,10.0,16.0,16.0
BARCELONA (CIUTADELLA),2024-05-18 07:00:00+00:00,18.0,22.0,µg/m³,8.0,21.0,21.0
BARCELONA (CIUTADELLA),2024-05-18 08:00:00+00:00,33.0,20.0,µg/m³,14.0,19.0,19.0
BARCELONA (CIUTADELLA),2024-05-18 09:00:00+00:00,26.0,22.0,µg/m³,11.0,21.0,21.0
BARCELONA (CIUTADELLA),2024-05-18 10:00:00+00:00,51.0,13.0,µg/m³,22.0,12.0,22.0
BARCELONA (CIUTADELLA),2024-05-18 11:00:00+00:00,69.0,8.0,µg/m³,30.0,8.0,30.0
BARCELONA (CIUTADELLA),2024-05-18 12:00:00+00:00,72.0,6.0,µg/m³,31.0,6.0,31.0
BARCELONA (CIUTADELLA),2024-05-18 13:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-18 14:00:00+00:00,76.0,3.0,µg/m³,33.0,3.0,33.0
BARCELONA (CIUTADELLA),2024-05-18 15:00:00+00:00,79.0,2.0,µg/m³,34.0,2.0,34.0
BARCELONA (CIUTADELLA),2024-05-18 16:00:00+00:00,75.0,8.0,µg/m³,32.0,8.0,32.0
BARCELONA (CIUTADELLA),2024-05-18 17:00:00+00:00,69.0,14.0,µg/m³,30.0,13.0,30.0
BARCELONA (CIUTADELLA),2024-05-18 18:00:00+00:00,89.0,2.0,µg/m³,39.0,2.0,39.0
BARCELONA (CIUTADELLA),2024-05-18 19:00:00+00:00,87.0,4.0,µg/m³,38.0,4.0,38.0
BARCELONA (CIUTADELLA),2024-05-18 20:00:00+00:00,80.0,4.0,µg/m³,35.0,4.0,35.0
BARCELONA (CIUTADELLA),2024-05-18 21:00:00+00:00,70.0,6.0,µg/m³,30.0,6.0,30.0
BARCELONA (CIUTADELLA),2024-05-18 22:00:00+00:00,67.0,5.0,µg/m³,29.0,5.0,29.0
BARCELONA (CIUTADELLA),2024-05-18 23:00:00+00:00,67.0,3.0,µg/m³,29.0,3.0,29.0
BARCELONA (CIUTADELLA),2024-05-19 00:00:00+00:00,57.0,7.0,µg/m³,25.0,7.0,25.0
BARCELONA (CIUTADELLA),2024-05-19 01:00:00+00:00,52.0,9.0,µg/m³,22.0,8.0,22.0
BARCELONA (CIUTADELLA),2024-05-19 02:00:00+00:00,40.0,14.0,µg/m³,17.0,13.0,17.0
BARCELONA (CIUTADELLA),2024-05-19 03:00:00+00:00,30.0,15.0,µg/m³,13.0,14.0,14.0
BARCELONA (CIUTADELLA),2024-05-19 04:00:00+00:00,14.0,22.0,µg/m³,6.0,21.0,21.0
BARCELONA (CIUTADELLA),2024-05-19 05:00:00+00:00,13.0,20.0,µg/m³,6.0,19.0,19.0
BARCELONA (CIUTADELLA),2024-05-19 06:00:00+00:00,17.0,21.0,µg/m³,7.0,20.0,20.0
BARCELONA (CIUTADELLA),2024-05-19 07:00:00+00:00,21.0,23.0,µg/m³,9.0,22.0,22.0
BARCELONA (CIUTADELLA),2024-05-19 08:00:00+00:00,37.0,15.0,µg/m³,16.0,14.0,16.0
BARCELONA (CIUTADELLA),2024-05-19 09:00:00+00:00,70.0,3.0,µg/m³,30.0,3.0,30.0
BARCELONA (CIUTADELLA),2024-05-19 10:00:00+00:00,75.0,2.0,µg/m³,32.0,2.0,32.0
BARCELONA (CIUTADELLA),2024-05-19 11:00:00+00:00,70.0,3.0,µg/m³,30.0,3.0,30.0
BARCELONA (CIUTADELLA),2024-05-19 12:00:00+00:00,69.0,3.0,µg/m³,30.0,3.0,30.0
BARCELONA (CIUTADELLA),2024-05-19 13:00:00+00:00,71.0,2.0,µg/m³,31.0,2.0,31.0
BARCELONA (CIUTADELLA),2024-05-19 14:00:00+00:00,73.0,2.0,µg/m³,32.0,2.0,32.0
BARCELONA (CIUTADELLA),2024-05-19 15:00:00+00:00,72.0,2.0,µg/m³,31.0,2.0,31.0
BARCELONA (CIUTADELLA),2024-05-19 16:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-19 17:00:00+00:00,-1.0,-1.0,µg/m³,,,
BARCELONA (CIUTADELLA),2024-05-19 20:00:00+00:00,68.0,3.0,µg/m³,29.0,3.0,29.0
BARCELONA (CIUTADELLA),2024-05-19 21:00:00+00:00,62.0,4.0,µg/m³,27.0,4.0,27.0
BARCELONA (CIUTADELLA),2024-05-19 22:00:00+00:00,53.0,8.0,µg/m³,23.0,8.0,23.0
BARCELONA (CIUTADELLA),2024-05-20 09:00:00+00:00,14.0,31.0,µg/m³,6.0,29.0,29.0
BARCELONA (CIUTADELLA),2024-05-20 10:00:00+00:00,65.0,9.0,µg/m³,28.0,8.0,28.0
BARCELONA (CIUTADELLA),2024-05-20 11:00:00+00:00,81.0,6.0,µg/m³,35.0,6.0,35.0
BARCELONA (CIUTADELLA),2024-05-20 12:00:00+00:00,83.0,10.0,µg/m³,36.0,9.0,36.0
BARCELONA (CIUTADELLA),2024-05-20 13:00:00+00:00,68.0,24.0,µg/m³,29.0,23.0,29.0
BARCELONA (CIUTADELLA),2024-05-20 14:00:00+00:00,73.0,24.0,µg/m³,32.0,23.0,32.0
BARCELONA (CIUTADELLA),2024-05-20 15:00:00+00:00,64.0,41.0,µg/m³,28.0,39.0,39.0
BARCELONA (CIUTADELLA),2024-05-20 16:00:00+00:00,72.0,41.0,µg/m³,31.0,39.0,39.0
BARCELONA (CIUTADELLA),2024-05-20 17:00:00+00:00,76.0,37.0,µg/m³,33.0,35.0,35.0
BARCELONA (CIUTADELLA),2024-05-20 18:00:00+00:00,56.0,50.0,µg/m³,24.0,47.0,47.0
BARCELONA (CIUTADELLA),2024-05-20 19:00:00+00:00,72.0,28.0,µg/m³,31.0,26.0,31.0
BARCELONA (CIUTADELLA),2024-05-20 20:00:00+00:00,64.0,36.0,µg/m³,28.0,34.0,34.0
BARCELONA (CIUTADELLA),2024-05-20 21:00:00+00:00,71.0,20.0,µg/m³,31.0,19.0,31.0
BARCELONA (CIUTADELLA),2024-05-20 22:00:00+00:00,76.0,5.0,µg/m³,33.0,5.0,33.0
BARCELONA (CIUTADELLA),2024-05-20 23:00:00+00:00,68.0,7.0,µg/m³,29.0,7.0,29.0
BARCELONA (CIUTADELLA),2024-05-21 00:00:00+00:00,57.0,10.0,µg/m³,25.0,9.0,25.0
BARCELONA (CIUTADELLA),2024-05-21 01:00:00+00:00,51.0,9.0,µg/m³,22.0,8.0,22.0
BARCELONA (CIUTADELLA),2024-05-21 02:00:00+00:00,38.0,9.0,µg/m³,16.0,8.0,16.0
BARCELONA (CIUTADELLA),2024-05-21 03:00:00+00:00,27.0,12.0,µg/m³,12.0,11.0,12.0
BARCELONA (CIUTADELLA),2024-05-21 04:00:00+00:00,26.0,13.0,µg/m³,11.0,12.0,12.0
BARCELONA (CIUTADELLA),2024-05-21 05:00:00+00:00,54.0,7.0,µg/m³,23.0,7.0,23.0
BARCELONA (CIUTADELLA),2024-05-21 06:00:00+00:00,48.0,9.0,µg/m³,21.0,8.0,21.0
BARCELONA (CIUTADELLA),2024-05-21 07:00:00+00:00,30.0,26.0,µg/m³,13.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-21 08:00:00+00:00,37.0,26.0,µg/m³,16.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-21 09:00:00+00:00,34.0,32.0,µg/m³,15.0,30.0,30.0
BARCELONA (CIUTADELLA),2024-05-21 10:00:00+00:00,45.0,28.0,µg/m³,19.0,26.0,26.0
BARCELONA (CIUTADELLA),2024-05-21 11:00:00+00:00,45.0,35.0,µg/m³,19.0,33.0,33.0
BARCELONA (CIUTADELLA),2024-05-21 12:00:00+00:00,44.0,43.0,µg/m³,19.0,41.0,41.0
BARCELONA (CIUTADELLA),2024-05-21 13:00:00+00:00,70.0,19.0,µg/m³,30.0,18.0,30.0
BARCELONA (CIUTADELLA),2024-05-21 14:00:00+00:00,83.0,12.0,µg/m³,36.0,11.0,36.0
BARCELONA (CIUTADELLA),2024-05-21 15:00:00+00:00,82.0,27.0,µg/m³,35.0,25.0,35.0
BARCELONA (CIUTADELLA),2024-05-21 16:00:00+00:00,68.0,26.0,µg/m³,29.0,25.0,29.0
BARCELONA (CIUTADELLA),2024-05-21 17:00:00+00:00,74.0,20.0,µg/m³,32.0,19.0,32.0
BARCELONA (CIUTADELLA),2024-05-21 18:00:00+00:00,74.0,23.0,µg/m³,32.0,22.0,32.0
BARCELONA (CIUTADELLA),2024-05-21 19:00:00+00:00,72.0,25.0,µg/m³,31.0,24.0,31.0
BARCELONA (CIUTADELLA),2024-05-21 20:00:00+00:00,86.0,7.0,µg/m³,37.0,7.0,37.0
BARCELONA (CIUTADELLA),2024-05-21 21:00:00+00:00,79.0,5.0,µg/m³,34.0,5.0,34.0
BARCELONA (CIUTADELLA),2024-05-21 22:00:00+00:00,78.0,3.0,µg/m³,34.0,3.0,34.0
BARCELONA (CIUTADELLA),2024-05-21 23:00:00+00:00,77.0,4.0,µg/m³,33.0,4.0,33.0
BARCELONA (CIUTADELLA),2024-05-22 00:00:00+00:00,80.0,4.0,µg/m³,35.0,4.0,35.0
BARCELONA (CIUTADELLA),2024-05-22 01:00:00+00:00,82.0,4.0,µg/m³,35.0,4.0,35.0
BARCELONA (CIUTADELLA),2024-05-22 02:00:00+00:00,84.0,4.0,µg/m³,36.0,4.0,36.0
BARCELONA (CIUTADELLA),2024-05-22 03:00:00+00:00,73.0,5.0,µg/m³,32.0,5.0,32.0
BARCELONA (CIUTADELLA),2024-05-22 04:00:00+00:00,63.0,8.0,µg/m³,27.0,8.0,27.0
BARCELONA (CIUTADELLA),2024-05-22 05:00:00+00:00,51.0,13.0,µg/m³,22.0,12.0,22.0
BARCELONA (CIUTADELLA),2024-05-22 06:00:00+00:00,43.0,24.0,µg/m³,19.0,23.0,23.0
BARCELONA (CIUTADELLA),2024-05-22 07:00:00+00:00,44.0,28.0,µg/m³,19.0,26.0,26.0
BARCELONA (CIUTADELLA),2024-05-22 08:00:00+00:00,44.0,31.0,µg/m³,19.0,29.0,29.0
BARCELONA (CIUTADELLA),2024-05-22 09:00:00+00:00,77.0,13.0,µg/m³,33.0,12.0,33.0
BARCELONA (CIUTADELLA),2024-05-22 10:00:00+00:00,84.0,9.0,µg/m³,36.0,8.0,36.0
BARCELONA (CIUTADELLA),2024-05-22 11:00:00+00:00,84.0,6.0,µg/m³,36.0,6.0,36.0
BARCELONA (CIUTADELLA),2024-05-22 12:00:00+00:00,80.0,7.0,µg/m³,35.0,7.0,35.0
BARCELONA (CIUTADELLA),2024-05-22 13:00:00+00:00,79.0,7.0,µg/m³,34.0,7.0,34.0
BARCELONA (CIUTADELLA),2024-05-22 14:00:00+00:00,81.0,9.0,µg/m³,35.0,8.0,35.0
BARCELONA (CIUTADELLA),2024-05-22 15:00:00+00:00,87.0,10.0,µg/m³,38.0,9.0,38.0
BARCELONA (CIUTADELLA),2024-05-22 16:00:00+00:00,91.0,9.0,µg/m³,39.0,8.0,39.0
BARCELONA (CIUTADELLA),2024-05-22 17:00:00+00:00,91.0,11.0,µg/m³,39.0,10.0,39.0
BARCELONA (CIUTADELLA),2024-05-22 18:00:00+00:00,92.0,10.0,µg/m³,40.0,9.0,40.0
BARCELONA (CIUTADELLA),2024-05-22 19:00:00+00:00,86.0,18.0,µg/m³,37.0,17.0,37.0
BARCELONA (CIUTADELLA),2024-05-22 20:00:00+00:00,71.0,38.0,µg/m³,31.0,36.0,36.0
BARCELONA (CIUTADELLA),2024-05-22 21:00:00+00:00,64.0,38.0,µg/m³,28.0,36.0,36.0
BARCELONA (CIUTADELLA),2024-05-22 22:00:00+00:00,74.0,22.0,µg/m³,32.0,21.0,32.0
BARCELONA (CIUTADELLA),2024-05-22 23:00:00+00:00,75.0,14.0,µg/m³,32.0,13.0,32.0
BARCELONA (CIUTADELLA),2024-05-23 00:00:00+00:00,63.0,17.0,µg/m³,27.0,16.0,27.0
BARCELONA (CIUTADELLA),2024-05-23 01:00:00+00:00,43.0,21.0,µg/m³,19.0,20.0,20.0
BARCELONA (CIUTADELLA),2024-05-23 02:00:00+00:00,35.0,30.0,µg/m³,15.0,28.0,28.0
BARCELONA (CIUTADELLA),2024-05-23 03:00:00+00:00,25.0,30.0,µg/m³,11.0,28.0,28.0
BARCELONA (CIUTADELLA),2024-05-23 04:00:00+00:00,27.0,27.0,µg/m³,12.0,25.0,25.0
BARCELONA (CIUTADELLA),2024-05-23 05:00:00+00:00,34.0,24.0,µg/m³,15.0,23.0,23.0
BARCELONA (CIUTADELLA),2024-05-23 06:00:00+00:00,34.0,28.0,µg/m³,15.0,26.0,26.0
BARCELONA (CIUTADELLA),2024-05-23 07:00:00+00:00,34.0,33.0,µg/m³,15.0,31.0,31.0
BARCELONA (CIUTADELLA),2024-05-23 08:00:00+00:00,40.0,31.0,µg/m³,17.0,29.0,29.0
BARCELONA (CIUTADELLA),2024-05-23 09:00:00+00:00,70.0,11.0,µg/m³,30.0,10.0,30.0
BARCELONA (CIUTADELLA),2024-05-23 10:00:00+00:00,70.0,9.0,µg/m³,30.0,8.0,30.0
BARCELONA (CIUTADELLA),2024-05-23 11:00:00+00:00,73.0,6.0,µg/m³,32.0,6.0,32.0
BARCELONA (CIUTADELLA),2024-05-23 12:00:00+00:00,75.0,5.0,µg/m³,32.0,5.0,32.0
BARCELONA (CIUTADELLA),2024-05-23 13:00:00+00:00,74.0,5.0,µg/m³,32.0,5.0,32.0
BARCELONA (CIUTADELLA),2024-05-23 14:00:00+00:00,79.0,6.0,µg/m³,34.0,6.0,34.0
BARCELONA (CIUTADELLA),2024-05-23 15:00:00+00:00,81.0,5.0,µg/m³,35.0,5.0,35.0
BARCELONA (CIUTADELLA),2024-05-23 16:00:00+00:00,90.0,6.0,µg/m³,39.0,6.0,39.0
BARCELONA (CIUTADELLA),2024-05-23 17:00:00+00:00,80.0,5.0,µg/m³,35.0,5.0,35.0
BARCELONA (CIUTADELLA),2024-05-23 18:00:00+00:00,79.0,6.0,µg/m³,34.0,6.0,34.0
BARCELONA (CIUTADELLA),2024-05-23 19:00:00+00:00,78.0,6.0,µg/m³,34.0,6.0,34.0
