location_name,datetimeUtc,O3,Co,pm25,No2,unit,AQI_O3,AQI_PM25,AQI_NO2,AQI_CO,AQI
Los Angeles - N. Mai,2024-04-11 10:00:00+00:00,3.9263803680981595,687.361963190184,16.0,60.21169734151329,µg/m³,2.0,59.0,58,7,59.0
Los Angeles - N. Mai,2024-04-11 11:00:00+00:00,5.889570552147241,572.80163599182,19.0,58.330081799591,µg/m³,3.0,66.0,56,6,66.0
Los Angeles - N. Mai,2024-04-11 12:00:00+00:00,1.9631901840490797,801.922290388548,22.0,56.44846625766871,µg/m³,1.0,72.0,54,8,72.0
Los Angeles - N. Mai,2024-04-11 13:00:00+00:00,1.9631901840490797,916.482617586912,20.0,52.68523517382413,µg/m³,1.0,68.0,50,9,68.0
Los Angeles - N. Mai,2024-04-11 14:00:00+00:00,1.9631901840490797,1031.0429447852762,16.0,56.44846625766871,µg/m³,1.0,59.0,54,10,59.0
Los Angeles - N. Mai,2024-04-11 15:00:00+00:00,5.889570552147241,1031.0429447852762,18.0,58.330081799591,µg/m³,3.0,63.0,56,10,63.0
Los Angeles - N. Mai,2024-04-11 16:00:00+00:00,21.595092024539877,801.922290388548,17.0,56.44846625766871,µg/m³,9.0,61.0,54,8,61.0
Los Angeles - N. Mai,2024-04-11 17:00:00+00:00,37.30061349693251,687.361963190184,14.0,52.68523517382413,µg/m³,16.0,55.0,50,7,55.0
Los Angeles - N. Mai,2024-04-11 18:00:00+00:00,60.858895705521476,572.80163599182,14.0,48.92200408997955,µg/m³,26.0,55.0,46,6,55.0
Los Angeles - N. Mai,2024-04-11 19:00:00+00:00,72.63803680981594,687.361963190184,14.0,58.330081799591,µg/m³,31.0,55.0,56,7,56.0
Los Angeles - N. Mai,2024-04-11 20:00:00+00:00,104.04907975460122,687.361963190184,22.0,56.44846625766871,µg/m³,45.0,72.0,54,7,72.0
Los Angeles - N. Mai,2024-04-11 21:00:00+00:00,104.04907975460122,458.241308793456,15.0,30.105848670756647,µg/m³,45.0,57.0,28,5,57.0
Los Angeles - N. Mai,2024-04-11 22:00:00+00:00,133.49693251533745,343.680981595092,20.0,22.579386503067482,µg/m³,75.0,68.0,21,3,75.0
Los Angeles - N. Mai,2024-04-11 23:00:00+00:00,145.2760736196319,343.680981595092,13.0,18.816155419222905,µg/m³,93.0,53.0,18,3,93.0
Los Angeles - N. Mai,2024-04-12 00:00:00+00:00,151.16564417177912,343.680981595092,15.0,16.370055214723926,µg/m³,,57.0,15,3,57.0
Los Angeles - N. Mai,2024-04-12 01:00:00+00:00,143.31288343558282,343.680981595092,13.0,17.122701431492843,µg/m³,90.0,53.0,16,3,90.0
Los Angeles - N. Mai,2024-04-12 02:00:00+00:00,123.68098159509202,458.241308793456,14.0,20.697770961145192,µg/m³,60.0,55.0,20,5,60.0
Los Angeles - N. Mai,2024-04-12 03:00:00+00:00,98.159509202454,458.241308793456,16.0,26.342617586912066,µg/m³,42.0,59.0,25,5,59.0
Los Angeles - N. Mai,2024-04-12 04:00:00+00:00,86.38036809815951,343.680981595092,18.0,22.579386503067482,µg/m³,37.0,63.0,21,3,63.0
Los Angeles - N. Mai,2024-04-12 05:00:00+00:00,80.49079754601227,343.680981595092,19.0,24.461002044989776,µg/m³,35.0,66.0,23,3,66.0
Los Angeles - N. Mai,2024-04-12 06:00:00+00:00,53.00613496932515,458.241308793456,23.0,43.277157464212685,µg/m³,23.0,74.0,41,5,74.0
Los Angeles - N. Mai,2024-04-12 07:00:00+00:00,53.00613496932515,458.241308793456,25.0,43.277157464212685,µg/m³,23.0,78.0,41,5,78.0
Los Angeles - N. Mai,2024-04-12 08:00:00+00:00,56.932515337423325,458.241308793456,34.0,35.75069529652352,µg/m³,25.0,97.0,34,5,97.0
Los Angeles - N. Mai,2024-04-12 09:00:00+00:00,58.895705521472394,343.680981595092,28.0,24.461002044989776,µg/m³,25.0,84.0,23,3,84.0
Los Angeles - N. Mai,2024-04-12 10:00:00+00:00,54.969325153374236,458.241308793456,33.0,28.224233128834356,µg/m³,24.0,95.0,27,5,95.0
Los Angeles - N. Mai,2024-04-12 11:00:00+00:00,49.079754601227,343.680981595092,33.0,30.105848670756647,µg/m³,21.0,95.0,28,3,95.0
Los Angeles - N. Mai,2024-04-12 12:00:00+00:00,47.116564417177926,343.680981595092,36.0,35.75069529652352,µg/m³,20.0,102.0,34,3,102.0
Los Angeles - N. Mai,2024-04-12 13:00:00+00:00,58.895705521472394,343.680981595092,30.0,24.461002044989776,µg/m³,25.0,89.0,23,3,89.0
Los Angeles - N. Mai,2024-04-12 14:00:00+00:00,62.82208588957055,343.680981595092,18.0,20.697770961145192,µg/m³,27.0,63.0,20,3,63.0
Los Angeles - N. Mai,2024-04-12 15:00:00+00:00,64.78527607361963,343.680981595092,20.0,20.697770961145192,µg/m³,28.0,68.0,20,3,68.0
Los Angeles - N. Mai,2024-04-12 16:00:00+00:00,72.63803680981594,343.680981595092,15.0,22.579386503067482,µg/m³,31.0,57.0,21,3,57.0
Los Angeles - N. Mai,2024-04-12 17:00:00+00:00,72.63803680981594,343.680981595092,19.0,28.224233128834356,µg/m³,31.0,66.0,27,3,66.0
Los Angeles - N. Mai,2024-04-12 18:00:00+00:00,86.38036809815951,343.680981595092,15.0,22.579386503067482,µg/m³,37.0,57.0,21,3,57.0
Los Angeles - N. Mai,2024-04-12 19:00:00+00:00,86.38036809815951,343.680981595092,13.0,20.697770961145192,µg/m³,37.0,53.0,20,3,53.0
Los Angeles - N. Mai,2024-04-12 20:00:00+00:00,92.26993865030676,343.680981595092,12.0,15.241085889570552,µg/m³,40.0,50.0,14,3,50.0
Los Angeles - N. Mai,2024-04-12 21:00:00+00:00,96.19631901840494,343.680981595092,17.0,15.80557055214724,µg/m³,42.0,61.0,15,3,61.0
Los Angeles - N. Mai,2024-04-12 22:00:00+00:00,90.30674846625767,343.680981595092,16.0,14.112116564417178,µg/m³,39.0,59.0,13,3,59.0
Los Angeles - N. Mai,2024-04-12 23:00:00+00:00,86.38036809815951,343.680981595092,13.0,13.92395501022495,µg/m³,37.0,53.0,13,3,53.0
Los Angeles - N. Mai,2024-04-13 00:00:00+00:00,84.41717791411043,229.120654396728,8.3,14.676601226993865,µg/m³,37.0,35.0,14,2,37.0
Los Angeles - N. Mai,2024-04-13 01:00:00+00:00,80.49079754601227,229.120654396728,6.9,15.80557055214724,µg/m³,35.0,29.0,15,2,35.0
Los Angeles - N. Mai,2024-04-13 02:00:00+00:00,78.52760736196319,229.120654396728,9.5,17.122701431492843,µg/m³,34.0,40.0,16,2,40.0
Los Angeles - N. Mai,2024-04-13 03:00:00+00:00,82.45398773006136,229.120654396728,7.1,13.73579345603272,µg/m³,36.0,30.0,13,2,36.0
Los Angeles - N. Mai,2024-04-13 04:00:00+00:00,86.38036809815951,229.120654396728,7.9,13.73579345603272,µg/m³,37.0,33.0,13,2,37.0
Los Angeles - N. Mai,2024-04-13 05:00:00+00:00,88.34355828220859,229.120654396728,6.9,14.300278118609407,µg/m³,38.0,29.0,13,2,38.0
Los Angeles - N. Mai,2024-04-13 06:00:00+00:00,82.45398773006136,229.120654396728,9.2,17.68718609406953,µg/m³,36.0,38.0,17,2,38.0
Los Angeles - N. Mai,2024-04-13 07:00:00+00:00,84.41717791411043,229.120654396728,9.3,15.052924335378323,µg/m³,37.0,39.0,14,2,39.0
Los Angeles - N. Mai,2024-04-13 08:00:00+00:00,86.38036809815951,229.120654396728,7.1,12.042339468302659,µg/m³,37.0,30.0,11,2,37.0
Los Angeles - N. Mai,2024-04-13 09:00:00+00:00,78.52760736196319,229.120654396728,8.5,18.816155419222905,µg/m³,34.0,35.0,18,2,35.0
Los Angeles - N. Mai,2024-04-13 10:00:00+00:00,78.52760736196319,229.120654396728,7.6,16.181893660531696,µg/m³,34.0,32.0,15,2,34.0
Los Angeles - N. Mai,2024-04-13 11:00:00+00:00,86.38036809815951,114.560327198364,6.9,11.101531697341514,µg/m³,37.0,29.0,10,1,37.0
Los Angeles - N. Mai,2024-04-13 12:00:00+00:00,76.56441717791411,229.120654396728,5.9,20.697770961145192,µg/m³,33.0,25.0,20,2,33.0
Los Angeles - N. Mai,2024-04-13 13:00:00+00:00,74.60122699386503,229.120654396728,4.5,15.429247443762781,µg/m³,32.0,19.0,15,2,32.0
Los Angeles - N. Mai,2024-04-13 14:00:00+00:00,74.60122699386503,229.120654396728,6.4,18.439832310838444,µg/m³,32.0,27.0,17,2,32.0
Los Angeles - N. Mai,2024-04-13 15:00:00+00:00,78.52760736196319,229.120654396728,6.6,15.61740899795501,µg/m³,34.0,28.0,15,2,34.0
Los Angeles - N. Mai,2024-04-13 16:00:00+00:00,76.56441717791411,229.120654396728,8.5,18.251670756646217,µg/m³,33.0,35.0,17,2,35.0
Los Angeles - N. Mai,2024-04-13 17:00:00+00:00,88.34355828220859,229.120654396728,8.1,9.596239263803682,µg/m³,38.0,34.0,9,2,38.0
Los Angeles - N. Mai,2024-04-13 18:00:00+00:00,90.30674846625767,229.120654396728,7.4,11.101531697341514,µg/m³,39.0,31.0,10,2,39.0
Los Angeles - N. Mai,2024-04-13 19:00:00+00:00,98.159509202454,114.560327198364,8.3,6.773815950920246,µg/m³,42.0,35.0,6,1,42.0
Los Angeles - N. Mai,2024-04-13 20:00:00+00:00,98.159509202454,229.120654396728,6.2,7.714623721881391,µg/m³,42.0,26.0,7,2,42.0
Los Angeles - N. Mai,2024-04-13 21:00:00+00:00,98.159509202454,114.560327198364,5.9,6.209331288343558,µg/m³,42.0,25.0,6,1,42.0
Los Angeles - N. Mai,2024-04-13 22:00:00+00:00,96.19631901840494,114.560327198364,7.1,6.209331288343558,µg/m³,42.0,30.0,6,1,42.0
Los Angeles - N. Mai,2024-04-13 23:00:00+00:00,96.19631901840494,114.560327198364,5.7,5.8330081799591005,µg/m³,42.0,24.0,6,1,42.0
Los Angeles - N. Mai,2024-04-14 00:00:00+00:00,92.26993865030676,229.120654396728,5.4,7.526462167689162,µg/m³,40.0,23.0,7,2,40.0
Los Angeles - N. Mai,2024-04-14 01:00:00+00:00,84.41717791411043,229.120654396728,5.4,10.725208588957054,µg/m³,37.0,23.0,10,2,37.0
Los Angeles - N. Mai,2024-04-14 02:00:00+00:00,104.04907975460122,229.120654396728,3.7,6.961977505112475,µg/m³,45.0,15.0,7,2,45.0
Los Angeles - N. Mai,2024-04-14 03:00:00+00:00,113.86503067484665,229.120654396728,2.3,8.467269938650306,µg/m³,49.0,10.0,8,2,49.0
Los Angeles - N. Mai,2024-04-14 04:00:00+00:00,106.0122699386503,229.120654396728,3.5,11.289693251533741,µg/m³,46.0,15.0,11,2,46.0
Los Angeles - N. Mai,2024-04-14 05:00:00+00:00,104.04907975460122,229.120654396728,6.6,13.359470347648262,µg/m³,45.0,28.0,13,2,45.0
Los Angeles - N. Mai,2024-04-14 06:00:00+00:00,90.30674846625767,343.680981595092,7.4,17.122701431492843,µg/m³,39.0,31.0,16,3,39.0
Los Angeles - N. Mai,2024-04-14 07:00:00+00:00,51.04294478527608,458.241308793456,6.9,37.63231083844581,µg/m³,22.0,29.0,36,5,36.0
Los Angeles - N. Mai,2024-04-14 08:00:00+00:00,39.263803680981596,572.80163599182,6.9,33.86907975460122,µg/m³,17.0,29.0,32,6,32.0
Los Angeles - N. Mai,2024-04-14 09:00:00+00:00,23.558282208588963,572.80163599182,7.1,37.63231083844581,µg/m³,10.0,30.0,36,6,36.0
Los Angeles - N. Mai,2024-04-14 10:00:00+00:00,21.595092024539877,572.80163599182,8.5,37.63231083844581,µg/m³,9.0,35.0,36,6,36.0
Los Angeles - N. Mai,2024-04-14 11:00:00+00:00,23.558282208588963,458.241308793456,12.0,31.987464212678937,µg/m³,10.0,50.0,30,5,50.0
Los Angeles - N. Mai,2024-04-14 12:00:00+00:00,31.411042944785276,343.680981595092,13.0,35.75069529652352,µg/m³,14.0,53.0,34,3,53.0
Los Angeles - N. Mai,2024-04-14 13:00:00+00:00,49.079754601227,343.680981595092,11.0,20.697770961145192,µg/m³,21.0,46.0,20,3,46.0
Los Angeles - N. Mai,2024-04-14 14:00:00+00:00,58.895705521472394,343.680981595092,13.0,17.87534764826176,µg/m³,25.0,53.0,17,3,53.0
Los Angeles - N. Mai,2024-04-14 15:00:00+00:00,54.969325153374236,229.120654396728,9.0,18.816155419222905,µg/m³,24.0,38.0,18,2,38.0
Los Angeles - N. Mai,2024-04-14 16:00:00+00:00,60.858895705521476,229.120654396728,7.4,13.73579345603272,µg/m³,26.0,31.0,13,2,31.0
Los Angeles - N. Mai,2024-04-14 17:00:00+00:00,68.7116564417178,229.120654396728,6.4,18.439832310838444,µg/m³,30.0,27.0,17,2,30.0
Los Angeles - N. Mai,2024-04-14 18:00:00+00:00,84.41717791411043,229.120654396728,5.4,16.558216768916154,µg/m³,37.0,23.0,16,2,37.0
Los Angeles - N. Mai,2024-04-14 19:00:00+00:00,86.38036809815951,229.120654396728,2.5,9.408077709611453,µg/m³,37.0,10.0,9,2,37.0
Los Angeles - N. Mai,2024-04-14 20:00:00+00:00,84.41717791411043,229.120654396728,2.0,11.101531697341514,µg/m³,37.0,8.0,10,2,37.0
Los Angeles - N. Mai,2024-04-14 21:00:00+00:00,88.34355828220859,229.120654396728,4.0,11.854177914110428,µg/m³,38.0,17.0,11,2,38.0
Los Angeles - N. Mai,2024-04-14 22:00:00+00:00,88.34355828220859,229.120654396728,5.2,10.913370143149283,µg/m³,38.0,22.0,10,2,38.0
Los Angeles - N. Mai,2024-04-14 23:00:00+00:00,84.41717791411043,114.560327198364,3.5,10.913370143149283,µg/m³,37.0,15.0,10,1,37.0
Los Angeles - N. Mai,2024-04-15 00:00:00+00:00,78.52760736196319,229.120654396728,3.2,9.596239263803682,µg/m³,34.0,13.0,9,2,34.0
Los Angeles - N. Mai,2024-04-15 01:00:00+00:00,78.52760736196319,229.120654396728,6.1,6.961977505112475,µg/m³,34.0,25.0,7,2,34.0
Los Angeles - N. Mai,2024-04-15 02:00:00+00:00,88.34355828220859,229.120654396728,4.7,6.0211697341513295,µg/m³,38.0,20.0,6,2,38.0
Los Angeles - N. Mai,2024-04-15 03:00:00+00:00,84.41717791411043,229.120654396728,4.7,8.655431492842535,µg/m³,37.0,20.0,8,2,37.0
Los Angeles - N. Mai,2024-04-15 04:00:00+00:00,86.38036809815951,229.120654396728,5.7,10.537047034764825,µg/m³,37.0,24.0,10,2,37.0
Los Angeles - N. Mai,2024-04-15 05:00:00+00:00,64.78527607361963,343.680981595092,5.2,22.579386503067482,µg/m³,28.0,22.0,21,3,28.0
Los Angeles - N. Mai,2024-04-15 06:00:00+00:00,41.22699386503068,572.80163599182,6.9,31.987464212678937,µg/m³,18.0,29.0,30,6,30.0
Los Angeles - N. Mai,2024-04-15 07:00:00+00:00,39.263803680981596,458.241308793456,6.6,33.86907975460122,µg/m³,17.0,28.0,32,5,32.0
Los Angeles - N. Mai,2024-04-15 08:00:00+00:00,31.411042944785276,572.80163599182,8.5,35.75069529652352,µg/m³,14.0,35.0,34,6,35.0
Los Angeles - N. Mai,2024-04-15 09:00:00+00:00,15.705521472392638,572.80163599182,10.0,37.63231083844581,µg/m³,7.0,42.0,36,6,42.0
Los Angeles - N. Mai,2024-04-15 10:00:00+00:00,11.779141104294482,572.80163599182,7.8,39.5139263803681,µg/m³,5.0,32.0,37,6,37.0
Los Angeles - N. Mai,2024-04-15 11:00:00+00:00,1.9631901840490797,572.80163599182,7.6,41.395541922290384,µg/m³,1.0,32.0,39,6,39.0
Los Angeles - N. Mai,2024-04-15 12:00:00+00:00,0.0,572.80163599182,9.7,45.158773006134965,µg/m³,0.0,40.0,43,6,43.0
Los Angeles - N. Mai,2024-04-15 13:00:00+00:00,1.9631901840490797,687.361963190184,11.0,41.395541922290384,µg/m³,1.0,46.0,39,7,46.0
Los Angeles - N. Mai,2024-04-15 14:00:00+00:00,1.9631901840490797,687.361963190184,8.8,43.277157464212685,µg/m³,1.0,37.0,41,7,41.0
Los Angeles - N. Mai,2024-04-15 15:00:00+00:00,21.595092024539877,458.241308793456,6.6,41.395541922290384,µg/m³,9.0,28.0,39,5,39.0
Los Angeles - N. Mai,2024-04-15 16:00:00+00:00,56.932515337423325,343.680981595092,9.5,28.224233128834356,µg/m³,25.0,40.0,27,3,40.0
Los Angeles - N. Mai,2024-04-15 17:00:00+00:00,72.63803680981594,343.680981595092,9.2,17.68718609406953,µg/m³,31.0,38.0,17,3,38.0
Los Angeles - N. Mai,2024-04-15 18:00:00+00:00,80.49079754601227,229.120654396728,7.6,15.241085889570552,µg/m³,35.0,32.0,14,2,35.0
Los Angeles - N. Mai,2024-04-15 19:00:00+00:00,92.26993865030676,229.120654396728,6.6,9.97256237218814,µg/m³,40.0,28.0,9,2,40.0
Los Angeles - N. Mai,2024-04-15 20:00:00+00:00,96.19631901840494,229.120654396728,5.7,10.725208588957054,µg/m³,42.0,24.0,10,2,42.0
Los Angeles - N. Mai,2024-04-15 21:00:00+00:00,100.12269938650307,229.120654396728,6.6,11.666016359918201,µg/m³,43.0,28.0,11,2,43.0
Los Angeles - N. Mai,2024-04-15 22:00:00+00:00,104.04907975460122,229.120654396728,8.1,14.676601226993865,µg/m³,45.0,34.0,14,2,45.0
Los Angeles - N. Mai,2024-04-15 23:00:00+00:00,111.90184049079755,229.120654396728,11.0,10.725208588957054,µg/m³,48.0,46.0,10,2,48.0
Los Angeles - N. Mai,2024-04-16 00:00:00+00:00,109.93865030674847,229.120654396728,8.3,10.348885480572596,µg/m³,48.0,35.0,10,2,48.0
Los Angeles - N. Mai,2024-04-16 01:00:00+00:00,104.04907975460122,229.120654396728,5.2,11.101531697341514,µg/m³,45.0,22.0,10,2,45.0
Los Angeles - N. Mai,2024-04-16 02:00:00+00:00,98.159509202454,229.120654396728,5.7,9.219916155419222,µg/m³,42.0,24.0,9,2,42.0
Los Angeles - N. Mai,2024-04-16 03:00:00+00:00,86.38036809815951,229.120654396728,5.2,9.784400817995909,µg/m³,37.0,22.0,9,2,37.0
Los Angeles - N. Mai,2024-04-16 04:00:00+00:00,72.63803680981594,229.120654396728,5.0,15.052924335378323,µg/m³,31.0,21.0,14,2,31.0
Los Angeles - N. Mai,2024-04-16 05:00:00+00:00,43.190184049079754,458.241308793456,5.2,31.987464212678937,µg/m³,19.0,22.0,30,5,30.0
Los Angeles - N. Mai,2024-04-16 06:00:00+00:00,25.52147239263804,572.80163599182,8.5,41.395541922290384,µg/m³,11.0,35.0,39,6,39.0
Los Angeles - N. Mai,2024-04-16 07:00:00+00:00,17.668711656441715,572.80163599182,9.2,41.395541922290384,µg/m³,8.0,38.0,39,6,39.0
Los Angeles - N. Mai,2024-04-16 08:00:00+00:00,17.668711656441715,572.80163599182,11.0,39.5139263803681,µg/m³,8.0,46.0,37,6,46.0
Los Angeles - N. Mai,2024-04-16 09:00:00+00:00,3.9263803680981595,572.80163599182,9.7,41.395541922290384,µg/m³,2.0,40.0,39,6,40.0
Los Angeles - N. Mai,2024-04-16 10:00:00+00:00,5.889570552147241,458.241308793456,9.3,39.5139263803681,µg/m³,3.0,39.0,37,5,39.0
Los Angeles - N. Mai,2024-04-16 11:00:00+00:00,0.0,572.80163599182,11.0,43.277157464212685,µg/m³,0.0,46.0,41,6,46.0
Los Angeles - N. Mai,2024-04-16 12:00:00+00:00,0.0,572.80163599182,11.0,45.158773006134965,µg/m³,0.0,46.0,43,6,46.0
Los Angeles - N. Mai,2024-04-16 13:00:00+00:00,0.0,687.361963190184,8.8,48.92200408997955,µg/m³,0.0,37.0,46,7,46.0
Los Angeles - N. Mai,2024-04-16 14:00:00+00:00,0.0,1031.0429447852762,16.0,47.040388548057265,µg/m³,0.0,59.0,44,10,59.0
Los Angeles - N. Mai,2024-04-16 15:00:00+00:00,3.9263803680981595,1031.0429447852762,10.0,48.92200408997955,µg/m³,2.0,42.0,46,10,46.0
Los Angeles - N. Mai,2024-04-16 16:00:00+00:00,25.52147239263804,572.80163599182,8.5,45.158773006134965,µg/m³,11.0,35.0,43,6,43.0
Los Angeles - N. Mai,2024-04-16 17:00:00+00:00,43.190184049079754,572.80163599182,10.0,39.5139263803681,µg/m³,19.0,42.0,37,6,42.0
Los Angeles - N. Mai,2024-04-16 18:00:00+00:00,74.60122699386503,458.241308793456,12.0,30.105848670756647,µg/m³,32.0,50.0,28,5,50.0
Los Angeles - N. Mai,2024-04-16 19:00:00+00:00,82.45398773006136,458.241308793456,12.0,33.86907975460122,µg/m³,36.0,50.0,32,5,50.0
Los Angeles - N. Mai,2024-04-16 20:00:00+00:00,102.08588957055215,458.241308793456,8.6,28.224233128834356,µg/m³,44.0,36.0,27,5,44.0
Los Angeles - N. Mai,2024-04-16 21:00:00+00:00,121.71779141104295,458.241308793456,11.0,24.461002044989776,µg/m³,57.0,46.0,23,5,57.0
Los Angeles - N. Mai,2024-04-16 22:00:00+00:00,115.8282208588957,343.680981595092,11.0,22.579386503067482,µg/m³,,46.0,21,3,46.0
Los Angeles - N. Mai,2024-04-16 23:00:00+00:00,115.8282208588957,229.120654396728,11.0,12.418662576687115,µg/m³,,46.0,12,2,46.0
Los Angeles - N. Mai,2024-04-17 00:00:00+00:00,107.97546012269939,229.120654396728,6.2,10.913370143149283,µg/m³,47.0,26.0,10,2,47.0
Los Angeles - N. Mai,2024-04-17 01:00:00+00:00,100.12269938650307,229.120654396728,3.0,9.408077709611453,µg/m³,43.0,12.0,9,2,43.0
Los Angeles - N. Mai,2024-04-17 02:00:00+00:00,96.19631901840494,343.680981595092,4.2,12.230501022494888,µg/m³,42.0,18.0,12,3,42.0
Los Angeles - N. Mai,2024-04-17 03:00:00+00:00,90.30674846625767,343.680981595092,6.4,16.370055214723926,µg/m³,39.0,27.0,15,3,39.0
Los Angeles - N. Mai,2024-04-17 04:00:00+00:00,72.63803680981594,458.241308793456,8.8,26.342617586912066,µg/m³,31.0,37.0,25,5,37.0
Los Angeles - N. Mai,2024-04-17 05:00:00+00:00,56.932515337423325,458.241308793456,8.7,35.75069529652352,µg/m³,25.0,36.0,34,5,36.0
Los Angeles - N. Mai,2024-04-17 06:00:00+00:00,43.190184049079754,458.241308793456,11.0,47.040388548057265,µg/m³,19.0,46.0,44,5,46.0
Los Angeles - N. Mai,2024-04-17 07:00:00+00:00,15.705521472392638,572.80163599182,17.0,58.330081799591,µg/m³,7.0,61.0,56,6,61.0
Los Angeles - N. Mai,2024-04-17 08:00:00+00:00,9.815950920245399,687.361963190184,11.0,60.21169734151329,µg/m³,4.0,46.0,58,7,58.0
Los Angeles - N. Mai,2024-04-17 09:00:00+00:00,3.9263803680981595,687.361963190184,15.0,56.44846625766871,µg/m³,2.0,57.0,54,7,57.0
Los Angeles - N. Mai,2024-04-17 10:00:00+00:00,1.9631901840490797,687.361963190184,11.0,52.68523517382413,µg/m³,1.0,46.0,50,7,50.0
Los Angeles - N. Mai,2024-04-17 11:00:00+00:00,1.9631901840490797,572.80163599182,11.0,48.92200408997955,µg/m³,1.0,46.0,46,6,46.0
Los Angeles - N. Mai,2024-04-17 12:00:00+00:00,1.9631901840490797,572.80163599182,11.0,50.80361963190183,µg/m³,1.0,46.0,48,6,48.0
Los Angeles - N. Mai,2024-04-17 13:00:00+00:00,0.0,916.482617586912,10.0,48.92200408997955,µg/m³,0.0,42.0,46,9,46.0
Los Angeles - N. Mai,2024-04-17 14:00:00+00:00,0.0,1145.60327198364,14.0,48.92200408997955,µg/m³,0.0,55.0,46,11,55.0
Los Angeles - N. Mai,2024-04-17 15:00:00+00:00,3.9263803680981595,1145.60327198364,13.0,48.92200408997955,µg/m³,2.0,53.0,46,11,53.0
Los Angeles - N. Mai,2024-04-17 16:00:00+00:00,27.484662576687118,687.361963190184,9.5,45.158773006134965,µg/m³,12.0,40.0,43,7,43.0
Los Angeles - N. Mai,2024-04-17 17:00:00+00:00,47.116564417177926,458.241308793456,8.5,35.75069529652352,µg/m³,20.0,35.0,34,5,35.0
Los Angeles - N. Mai,2024-04-17 18:00:00+00:00,47.116564417177926,572.80163599182,8.3,35.75069529652352,µg/m³,20.0,35.0,34,6,35.0
Los Angeles - N. Mai,2024-04-17 19:00:00+00:00,47.116564417177926,572.80163599182,14.0,35.75069529652352,µg/m³,20.0,55.0,34,6,55.0
Los Angeles - N. Mai,2024-04-17 20:00:00+00:00,47.116564417177926,458.241308793456,12.0,35.75069529652352,µg/m³,20.0,50.0,34,5,50.0
Los Angeles - N. Mai,2024-04-17 21:00:00+00:00,47.116564417177926,458.241308793456,10.0,35.75069529652352,µg/m³,20.0,42.0,34,5,42.0
Los Angeles - N. Mai,2024-04-17 22:00:00+00:00,47.116564417177926,343.680981595092,11.0,35.75069529652352,µg/m³,20.0,46.0,34,3,46.0
Los Angeles - N. Mai,2024-04-17 23:00:00+00:00,109.93865030674847,229.120654396728,7.6,12.794985685071575,µg/m³,48.0,32.0,12,2,48.0
Los Angeles - N. Mai,2024-04-18 00:00:00+00:00,106.0122699386503,229.120654396728,4.5,11.289693251533741,µg/m³,46.0,19.0,11,2,46.0
Los Angeles - N. Mai,2024-04-18 01:00:00+00:00,100.12269938650307,229.120654396728,3.3,11.666016359918201,µg/m³,43.0,14.0,11,2,43.0
Los Angeles - N. Mai,2024-04-18 02:00:00+00:00,90.30674846625767,343.680981595092,4.3,14.112116564417178,µg/m³,39.0,18.0,13,3,39.0
Los Angeles - N. Mai,2024-04-18 03:00:00+00:00,72.63803680981594,343.680981595092,8.6,18.251670756646217,µg/m³,31.0,36.0,17,3,36.0
Los Angeles - N. Mai,2024-04-18 04:00:00+00:00,58.895705521472394,458.241308793456,11.0,24.461002044989776,µg/m³,25.0,46.0,23,5,46.0
Los Angeles - N. Mai,2024-04-18 05:00:00+00:00,39.263803680981596,572.80163599182,15.0,35.75069529652352,µg/m³,17.0,57.0,34,6,57.0
Los Angeles - N. Mai,2024-04-18 06:00:00+00:00,19.631901840490798,687.361963190184,13.0,50.80361963190183,µg/m³,8.0,53.0,48,7,53.0
Los Angeles - N. Mai,2024-04-18 07:00:00+00:00,1.9631901840490797,572.80163599182,15.0,67.73815950920245,µg/m³,1.0,57.0,66,6,66.0
Los Angeles - N. Mai,2024-04-18 08:00:00+00:00,1.9631901840490797,687.361963190184,18.0,73.38300613496932,µg/m³,1.0,63.0,72,7,72.0
Los Angeles - N. Mai,2024-04-18 09:00:00+00:00,3.9263803680981595,572.80163599182,17.0,71.50139059304703,µg/m³,2.0,61.0,70,6,70.0
Los Angeles - N. Mai,2024-04-18 10:00:00+00:00,13.742331288343559,572.80163599182,11.0,39.5139263803681,µg/m³,6.0,46.0,37,6,46.0
Los Angeles - N. Mai,2024-04-18 11:00:00+00:00,7.852760736196319,572.80163599182,14.0,39.5139263803681,µg/m³,3.0,55.0,37,6,55.0
Los Angeles - N. Mai,2024-04-18 12:00:00+00:00,1.9631901840490797,801.922290388548,16.0,47.040388548057265,µg/m³,1.0,59.0,44,8,59.0
Los Angeles - N. Mai,2024-04-18 13:00:00+00:00,29.447852760736197,343.680981595092,10.0,20.697770961145192,µg/m³,13.0,42.0,20,3,42.0
Los Angeles - N. Mai,2024-04-18 14:00:00+00:00,27.484662576687118,458.241308793456,16.0,26.342617586912066,µg/m³,12.0,59.0,25,5,59.0
Los Angeles - N. Mai,2024-04-18 15:00:00+00:00,27.484662576687118,458.241308793456,17.0,30.105848670756647,µg/m³,12.0,61.0,28,5,61.0
Los Angeles - N. Mai,2024-04-18 16:00:00+00:00,21.595092024539877,572.80163599182,25.0,39.5139263803681,µg/m³,9.0,78.0,37,6,78.0
Los Angeles - N. Mai,2024-04-18 17:00:00+00:00,21.595092024539877,458.241308793456,30.0,39.5139263803681,µg/m³,9.0,89.0,37,5,89.0
